,Model name,Epoch,Loss,Val_loss,Learning rate
123,model,124,0.3452,0.4905,3.162277789670043e-05
124,model,125,0.3408,0.4768,3.162277789670043e-05
125,model,126,0.3468,0.4812,3.162277789670043e-05
126,model,127,0.3422,0.4735,3.162277789670043e-05
127,model,128,0.3418,0.4803,3.162277789670043e-05
128,model,129,0.3421,0.4774,3.162277789670043e-05
129,model,130,0.3457,0.4702,3.162277789670043e-05
130,model,131,0.3419,0.4766,3.162277789670043e-05
131,model,132,0.3366,0.4773,3.162277789670043e-05
132,model,133,0.3443,0.4748,3.162277789670043e-05
133,model,134,0.3405,0.4815,3.162277789670043e-05
134,model,135,0.3388,0.4799,3.162277789670043e-05
135,model,136,0.3379,0.4716,3.162277789670043e-05
136,model,137,0.3403,0.4754,3.162277789670043e-05
137,model,138,0.3356,0.4733,3.162277789670043e-05
138,model,139,0.3396,0.4713,3.162277789670043e-05
139,model,140,0.3377,0.4725,3.162277789670043e-05
140,model,141,0.3377,0.4703,3.162277789670043e-05
141,model,142,0.3356,0.4645,3.162277789670043e-05
142,model,143,0.3379,0.4736,3.162277789670043e-05
143,model,144,0.3348,0.4651,3.162277789670043e-05
144,model,145,0.3341,0.4743,3.162277789670043e-05
145,model,146,0.3313,0.4698,3.162277789670043e-05
146,model,147,0.3326,0.4647,3.162277789670043e-05
147,model,148,0.3314,0.4661,3.162277789670043e-05
148,model,149,0.3354,0.4501,3.162277789670043e-05
149,model,150,0.3286,0.4634,3.162277789670043e-05
150,model,151,0.3338,0.4686,3.162277789670043e-05
151,model,152,0.3362,0.4616,3.162277789670043e-05
152,model,153,0.3303,0.458,3.162277789670043e-05
153,model,154,0.3314,0.4618,3.162277789670043e-05
154,model,155,0.3283,0.4677,3.162277789670043e-05
155,model,156,0.3252,0.4715,3.162277789670043e-05
156,model,157,0.3317,0.4696,3.162277789670043e-05
157,model,158,0.3308,0.4668,3.162277789670043e-05
158,model,159,0.3276,0.4666,3.162277789670043e-05
159,model,160,0.3272,0.4585,3.162277789670043e-05
160,model,161,0.3279,0.4559,3.162277789670043e-05
161,model,162,0.3337,0.4569,3.162277789670043e-05
162,model,163,0.3309,0.4621,3.162277789670043e-05
163,model,164,0.3274,0.4652,3.162277789670043e-05
164,model,165,0.3268,0.46,3.162277789670043e-05
165,model,166,0.3251,0.4571,3.162277789670043e-05
166,model,167,0.3305,0.4573,3.162277789670043e-05
167,model,168,0.328,0.4542,3.162277789670043e-05
168,model,169,0.3228,0.4459,3.162277789670043e-05
169,model,170,0.3283,0.4547,3.162277789670043e-05
170,model,171,0.3267,0.4636,3.162277789670043e-05
171,model,172,0.3267,0.4628,3.162277789670043e-05
172,model,173,0.3247,0.4514,3.162277789670043e-05
173,model,174,0.3238,0.4554,3.162277789670043e-05
174,model,175,0.3239,0.4583,3.162277789670043e-05
175,model,176,0.3246,0.4619,3.162277789670043e-05
176,model,177,0.3236,0.4506,3.162277789670043e-05
177,model,178,0.321,0.4528,3.162277789670043e-05
178,model,179,0.3228,0.4615,3.162277789670043e-05
179,model,180,0.3202,0.4539,3.162277789670043e-05
180,model,181,0.324,0.4572,3.162277789670043e-05
181,model,182,0.3204,0.4464,3.162277789670043e-05
182,model,183,0.3259,0.4649,3.162277789670043e-05
183,model,184,0.3198,0.4524,3.162277789670043e-05
184,model,185,0.3215,0.442,3.162277789670043e-05
185,model,186,0.324,0.4497,3.162277789670043e-05
186,model,187,0.3181,0.4514,3.162277789670043e-05
187,model,188,0.3152,0.4604,3.162277789670043e-05
188,model,189,0.3277,0.4563,3.162277789670043e-05
189,model,190,0.3219,0.4519,3.162277789670043e-05
190,model,191,0.3209,0.4538,3.162277789670043e-05
191,model,192,0.3194,0.458,3.162277789670043e-05
192,model,193,0.3183,0.4449,3.162277789670043e-05
193,model,194,0.3189,0.4392,3.162277789670043e-05
194,model,195,0.3167,0.4478,3.162277789670043e-05
195,model,196,0.3151,0.4472,3.162277789670043e-05
196,model,197,0.3191,0.4452,3.162277789670043e-05
197,model,198,0.3185,0.447,3.162277789670043e-05
198,model,199,0.3244,0.456,3.162277789670043e-05
199,model,200,0.3172,0.4499,3.162277789670043e-05
200,model,201,0.3174,0.4449,3.162277789670043e-05
201,model,202,0.3162,0.4502,3.162277789670043e-05
202,model,203,0.3167,0.4409,3.162277789670043e-05
203,model,204,0.3214,0.4438,3.162277789670043e-05
204,model,205,0.3156,0.4478,3.162277789670043e-05
205,model,206,0.3139,0.4431,3.162277789670043e-05
206,model,207,0.3151,0.4454,3.162277789670043e-05
207,model,208,0.3144,0.4417,3.162277789670043e-05
208,model,209,0.3184,0.4372,3.162277789670043e-05
209,model,210,0.3157,0.45,3.162277789670043e-05
210,model,211,0.3139,0.4432,3.162277789670043e-05
211,model,212,0.3151,0.4362,3.162277789670043e-05
212,model,213,0.313,0.4366,3.162277789670043e-05
213,model,214,0.3171,0.4442,3.162277789670043e-05
214,model,215,0.3125,0.4439,3.162277789670043e-05
215,model,216,0.3122,0.4419,3.162277789670043e-05
216,model,217,0.3137,0.4449,3.162277789670043e-05
217,model,218,0.3157,0.4434,3.162277789670043e-05
218,model,219,0.3141,0.4406,3.162277789670043e-05
219,model,220,0.3119,0.4334,3.162277789670043e-05
220,model,221,0.3127,0.4402,3.162277789670043e-05
221,model,222,0.3128,0.4425,3.162277789670043e-05
222,model,223,0.3097,0.4343,3.162277789670043e-05
223,model,224,0.3127,0.4418,3.162277789670043e-05
224,model,225,0.3131,0.4368,3.162277789670043e-05
225,model,226,0.3109,0.4381,3.162277789670043e-05
226,model,227,0.3116,0.4449,3.162277789670043e-05
227,model,228,0.3136,0.4392,3.162277789670043e-05
228,model,229,0.3111,0.4327,3.162277789670043e-05
229,model,230,0.3136,0.439,3.162277789670043e-05
230,model,231,0.3126,0.435,3.162277789670043e-05
231,model,232,0.3099,0.4441,3.162277789670043e-05
232,model,233,0.3073,0.4428,3.162277789670043e-05
233,model,234,0.3106,0.4399,3.162277789670043e-05
234,model,235,0.3072,0.4376,3.162277789670043e-05
235,model,236,0.3084,0.436,3.162277789670043e-05
236,model,237,0.3125,0.4389,3.162277789670043e-05
237,model,238,0.3105,0.4341,3.162277789670043e-05
238,model,239,0.3067,0.4359,3.162277789670043e-05
239,model,240,0.3102,0.4347,3.162277789670043e-05
240,model,241,0.3072,0.4257,3.162277789670043e-05
241,model,242,0.3074,0.4372,3.162277789670043e-05
242,model,243,0.3061,0.4326,3.162277789670043e-05
243,model,244,0.3109,0.4374,3.162277789670043e-05
244,model,245,0.3062,0.4267,3.162277789670043e-05
245,model,246,0.3096,0.4386,3.162277789670043e-05
246,model,247,0.3121,0.429,3.162277789670043e-05
247,model,248,0.3049,0.4367,3.162277789670043e-05
248,model,249,0.3058,0.4412,3.162277789670043e-05
249,model,250,0.3023,0.4292,3.162277789670043e-05
250,model,251,0.3076,0.4353,3.162277789670043e-05
251,model,252,0.3029,0.4365,3.162277789670043e-05
252,model,253,0.3057,0.4302,3.162277789670043e-05
253,model,254,0.308,0.4295,3.162277789670043e-05
254,model,255,0.3045,0.4278,3.162277789670043e-05
255,model,256,0.3124,0.4327,3.162277789670043e-05
256,model,257,0.3109,0.4295,3.162277789670043e-05
257,model,258,0.3035,0.4336,3.162277789670043e-05
258,model,259,0.3036,0.4325,3.162277789670043e-05
259,model,260,0.3031,0.4176,3.162277789670043e-05
260,model,261,0.3056,0.4301,3.162277789670043e-05
261,model,262,0.3047,0.4273,3.162277789670043e-05
262,model,263,0.2994,0.4235,3.162277789670043e-05
263,model,264,0.3024,0.4285,3.162277789670043e-05
264,model,265,0.3056,0.4288,3.162277789670043e-05
265,model,266,0.2999,0.43,3.162277789670043e-05
266,model,267,0.302,0.4295,3.162277789670043e-05
267,model,268,0.3029,0.4385,3.162277789670043e-05
268,model,269,0.3087,0.4353,3.162277789670043e-05
269,model,270,0.3034,0.4458,3.162277789670043e-05
270,model,271,0.3026,0.4264,3.162277789670043e-05
271,model,272,0.3038,0.43,3.162277789670043e-05
272,model,273,0.3045,0.43,3.162277789670043e-05
273,model,274,0.2996,0.4306,3.162277789670043e-05
274,model,275,0.3018,0.423,3.162277789670043e-05
275,model,276,0.3008,0.429,3.162277789670043e-05
276,model,277,0.3052,0.4316,3.162277789670043e-05
277,model,278,0.303,0.4302,3.162277789670043e-05
278,model,279,0.2987,0.4234,3.162277789670043e-05
279,model,280,0.2983,0.4271,3.162277789670043e-05
280,model,281,0.3023,0.4251,3.162277789670043e-05
281,model,282,0.2995,0.4279,3.162277789670043e-05
282,model,283,0.3005,0.4209,3.162277789670043e-05
283,model,284,0.3003,0.4288,3.162277789670043e-05
284,model,285,0.2956,0.4261,3.162277789670043e-05
285,model,286,0.2996,0.425,3.162277789670043e-05
286,model,287,0.301,0.4252,3.162277789670043e-05
287,model,288,0.3039,0.4254,3.162277789670043e-05
288,model,289,0.3011,0.4304,3.162277789670043e-05
289,model,290,0.3024,0.426,3.162277789670043e-05
290,model,291,0.3,0.4268,3.162277789670043e-05
291,model,292,0.2983,0.4231,3.162277789670043e-05
292,model,293,0.2982,0.4246,3.162277789670043e-05
293,model,294,0.299,0.4234,3.162277789670043e-05
294,model,295,0.2988,0.4202,3.162277789670043e-05
295,model,296,0.2989,0.4217,3.162277789670043e-05
296,model,297,0.2985,0.4264,3.162277789670043e-05
297,model,298,0.2992,0.4216,3.162277789670043e-05
298,model,299,0.3025,0.4266,3.162277789670043e-05
299,model,300,0.3038,0.4209,3.162277789670043e-05
300,model,301,0.3029,0.4312,3.162277789670043e-05
301,model,302,0.2959,0.4241,3.162277789670043e-05
302,model,303,0.2991,0.4278,3.162277789670043e-05
303,model,304,0.3027,0.4227,3.162277789670043e-05
304,model,305,0.2964,0.417,3.162277789670043e-05
305,model,306,0.2973,0.4274,3.162277789670043e-05
306,model,307,0.2984,0.4206,3.162277789670043e-05
307,model,308,0.2964,0.4234,3.162277789670043e-05
308,model,309,0.2954,0.4183,3.162277789670043e-05
309,model,310,0.2968,0.4196,3.162277789670043e-05
310,model,311,0.2969,0.4166,3.162277789670043e-05
311,model,312,0.2996,0.4296,3.162277789670043e-05
312,model,313,0.2965,0.42,3.162277789670043e-05
313,model,314,0.2949,0.4321,3.162277789670043e-05
314,model,315,0.2974,0.4198,3.162277789670043e-05
315,model,316,0.296,0.4264,3.162277789670043e-05
316,model,317,0.2967,0.4149,3.162277789670043e-05
317,model,318,0.2983,0.418,3.162277789670043e-05
318,model,319,0.301,0.4224,3.162277789670043e-05
319,model,320,0.298,0.428,3.162277789670043e-05
320,model,321,0.2977,0.4143,3.162277789670043e-05
321,model,322,0.2964,0.4216,3.162277789670043e-05
322,model,323,0.2966,0.4155,3.162277789670043e-05
323,model,324,0.2958,0.4315,3.162277789670043e-05
324,model,325,0.2954,0.4197,3.162277789670043e-05
325,model,326,0.2979,0.4222,3.162277789670043e-05
326,model,327,0.297,0.4166,3.162277789670043e-05
327,model,328,0.2956,0.4238,3.162277789670043e-05
328,model,329,0.293,0.4213,3.162277789670043e-05
329,model,330,0.2959,0.424,3.162277789670043e-05
330,model,331,0.295,0.4218,3.162277789670043e-05
331,model,332,0.2979,0.4251,3.162277789670043e-05
332,model,333,0.2945,0.4186,3.162277789670043e-05
333,model,334,0.291,0.413,3.162277789670043e-05
334,model,335,0.2922,0.4202,3.162277789670043e-05
335,model,336,0.299,0.4217,3.162277789670043e-05
336,model,337,0.2927,0.4121,3.162277789670043e-05
337,model,338,0.2938,0.4145,3.162277789670043e-05
338,model,339,0.2973,0.4179,3.162277789670043e-05
339,model,340,0.2973,0.4191,3.162277789670043e-05
340,model,341,0.2927,0.415,3.162277789670043e-05
341,model,342,0.2918,0.4236,3.162277789670043e-05
342,model,343,0.2944,0.423,3.162277789670043e-05
343,model,344,0.2943,0.4144,3.162277789670043e-05
344,model,345,0.294,0.4109,3.162277789670043e-05
345,model,346,0.3003,0.42,3.162277789670043e-05
346,model,347,0.2939,0.4145,3.162277789670043e-05
347,model,348,0.2932,0.4161,3.162277789670043e-05
348,model,349,0.2955,0.4126,3.162277789670043e-05
349,model,350,0.291,0.4192,3.162277789670043e-05
350,model,351,0.2939,0.4144,3.162277789670043e-05
351,model,352,0.2938,0.4107,3.162277789670043e-05
352,model,353,0.2941,0.4116,3.162277789670043e-05
353,model,354,0.2932,0.412,3.162277789670043e-05
354,model,355,0.2935,0.4185,3.162277789670043e-05
355,model,356,0.2932,0.4188,3.162277789670043e-05
356,model,357,0.2943,0.4123,3.162277789670043e-05
357,model,358,0.2923,0.4167,3.162277789670043e-05
358,model,359,0.2914,0.4164,3.162277789670043e-05
359,model,360,0.2915,0.4171,3.162277789670043e-05
360,model,361,0.2912,0.4109,3.162277789670043e-05
361,model,362,0.2918,0.4092,3.162277789670043e-05
362,model,363,0.2923,0.4137,3.162277789670043e-05
363,model,364,0.2945,0.4153,3.162277789670043e-05
364,model,365,0.2926,0.4079,3.162277789670043e-05
365,model,366,0.2929,0.4181,3.162277789670043e-05
366,model,367,0.2938,0.4181,3.162277789670043e-05
367,model,368,0.293,0.4121,3.162277789670043e-05
368,model,369,0.2912,0.4142,3.162277789670043e-05
369,model,370,0.291,0.4173,3.162277789670043e-05
370,model,371,0.2883,0.4163,3.162277789670043e-05
371,model,372,0.2924,0.4149,3.162277789670043e-05
372,model,373,0.2928,0.4177,3.162277789670043e-05
373,model,374,0.2901,0.4135,3.162277789670043e-05
374,model,375,0.2921,0.4067,3.162277789670043e-05
375,model,376,0.2874,0.4079,3.162277789670043e-05
376,model,377,0.2904,0.4169,3.162277789670043e-05
377,model,378,0.2892,0.4173,3.162277789670043e-05
378,model,379,0.2901,0.4176,3.162277789670043e-05
379,model,380,0.2888,0.4156,3.162277789670043e-05
380,model,381,0.2935,0.4114,3.162277789670043e-05
381,model,382,0.2895,0.4098,3.162277789670043e-05
382,model,383,0.2902,0.4128,3.162277789670043e-05
383,model,384,0.292,0.4073,3.162277789670043e-05
384,model,385,0.2895,0.4133,3.162277789670043e-05
385,model,386,0.2891,0.4094,3.162277789670043e-05
386,model,387,0.2893,0.4134,3.162277789670043e-05
387,model,388,0.293,0.4042,3.162277789670043e-05
388,model,389,0.2891,0.4111,3.162277789670043e-05
389,model,390,0.2903,0.4134,3.162277789670043e-05
390,model,391,0.2887,0.4054,3.162277789670043e-05
391,model,392,0.289,0.4126,3.162277789670043e-05
392,model,393,0.2896,0.4106,3.162277789670043e-05
393,model,394,0.2874,0.4132,3.162277789670043e-05
394,model,395,0.2908,0.4118,3.162277789670043e-05
395,model,396,0.2917,0.4099,3.162277789670043e-05
396,model,397,0.2868,0.4122,3.162277789670043e-05
397,model,398,0.2891,0.4122,3.162277789670043e-05
398,model,399,0.2892,0.4093,3.162277789670043e-05
399,model,400,0.2894,0.414,3.162277789670043e-05
400,model,401,0.288,0.414,3.162277789670043e-05
401,model,402,0.2875,0.4134,3.162277789670043e-05
402,model,403,0.289,0.414,3.162277789670043e-05
403,model,404,0.2916,0.4069,3.162277789670043e-05
404,model,405,0.2881,0.4116,3.162277789670043e-05
405,model,406,0.2868,0.4148,3.162277789670043e-05
406,model,407,0.2864,0.4119,3.162277789670043e-05
407,model,408,0.2872,0.4083,3.162277789670043e-05
408,model,409,0.2925,0.4068,3.162277789670043e-05
409,model,410,0.2844,0.4019,3.162277789670043e-05
410,model,411,0.2838,0.4057,3.162277789670043e-05
411,model,412,0.2856,0.4102,3.162277789670043e-05
412,model,413,0.2863,0.4069,3.162277789670043e-05
413,model,414,0.2914,0.4053,3.162277789670043e-05
414,model,415,0.2882,0.4154,3.162277789670043e-05
415,model,416,0.2909,0.4111,3.162277789670043e-05
416,model,417,0.2852,0.4116,3.162277789670043e-05
417,model,418,0.2878,0.4055,3.162277789670043e-05
418,model,419,0.2888,0.4101,3.162277789670043e-05
419,model,420,0.2865,0.4068,3.162277789670043e-05
420,model,421,0.2849,0.4052,3.162277789670043e-05
421,model,422,0.2882,0.4079,3.162277789670043e-05
422,model,423,0.2876,0.4112,3.162277789670043e-05
423,model,424,0.2847,0.4079,3.162277789670043e-05
424,model,425,0.2846,0.4123,3.162277789670043e-05
425,model,426,0.2861,0.4118,3.162277789670043e-05
426,model,427,0.2877,0.4087,3.162277789670043e-05
427,model,428,0.2873,0.4089,3.162277789670043e-05
428,model,429,0.2867,0.4045,3.162277789670043e-05
429,model,430,0.2867,0.4114,3.162277789670043e-05
430,model,431,0.2851,0.409,3.162277789670043e-05
431,model,432,0.285,0.4024,3.162277789670043e-05
432,model,433,0.2861,0.4121,3.162277789670043e-05
433,model,434,0.2893,0.4057,3.162277789670043e-05
434,model,435,0.2834,0.4053,3.162277789670043e-05
435,model,436,0.2835,0.4043,3.162277789670043e-05
436,model,437,0.2875,0.4062,3.162277789670043e-05
437,model,438,0.2847,0.409,3.162277789670043e-05
438,model,439,0.2857,0.4055,3.162277789670043e-05
439,model,440,0.2873,0.4039,3.162277789670043e-05
440,model,441,0.2841,0.4003,3.162277789670043e-05
441,model,442,0.2858,0.4101,3.162277789670043e-05
442,model,443,0.2861,0.4005,3.162277789670043e-05
443,model,444,0.2843,0.4086,3.162277789670043e-05
444,model,445,0.2875,0.4105,3.162277789670043e-05
445,model,446,0.286,0.4047,3.162277789670043e-05
446,model,447,0.2866,0.4029,3.162277789670043e-05
447,model,448,0.2861,0.4019,3.162277789670043e-05
448,model,449,0.2823,0.402,3.162277789670043e-05
449,model,450,0.2877,0.4009,3.162277789670043e-05
450,model,451,0.2842,0.4049,3.162277789670043e-05
451,model,452,0.2902,0.4088,3.162277789670043e-05
452,model,453,0.2816,0.4136,3.162277789670043e-05
453,model,454,0.2829,0.4049,3.162277789670043e-05
454,model,455,0.2843,0.4044,3.162277789670043e-05
455,model,456,0.2845,0.4043,3.162277789670043e-05
456,model,457,0.2847,0.4046,3.162277789670043e-05
457,model,458,0.284,0.4056,3.162277789670043e-05
458,model,459,0.2856,0.4043,3.162277789670043e-05
459,model,460,0.2846,0.3976,3.162277789670043e-05
460,model,461,0.2856,0.4042,3.162277789670043e-05
461,model,462,0.2837,0.4039,3.162277789670043e-05
462,model,463,0.2879,0.4052,3.162277789670043e-05
463,model,464,0.2838,0.4019,3.162277789670043e-05
464,model,465,0.2846,0.4128,3.162277789670043e-05
465,model,466,0.2817,0.4009,3.162277789670043e-05
466,model,467,0.2829,0.4025,3.162277789670043e-05
467,model,468,0.2845,0.399,3.162277789670043e-05
468,model,469,0.2854,0.4043,3.162277789670043e-05
469,model,470,0.2818,0.4122,3.162277789670043e-05
470,model,471,0.2849,0.4087,3.162277789670043e-05
471,model,472,0.2842,0.4039,3.162277789670043e-05
472,model,473,0.2796,0.3971,3.162277789670043e-05
473,model,474,0.2802,0.3977,3.162277789670043e-05
474,model,475,0.2828,0.3999,3.162277789670043e-05
475,model,476,0.2827,0.4025,3.162277789670043e-05
476,model,477,0.2812,0.4025,3.162277789670043e-05
477,model,478,0.2828,0.4031,3.162277789670043e-05
478,model,479,0.2819,0.4023,3.162277789670043e-05
479,model,480,0.2804,0.4057,3.162277789670043e-05
480,model,481,0.2861,0.4067,3.162277789670043e-05
481,model,482,0.281,0.3977,3.162277789670043e-05
482,model,483,0.2852,0.4032,3.162277789670043e-05
483,model,484,0.2822,0.4064,3.162277789670043e-05
484,model,485,0.2844,0.4024,3.162277789670043e-05
485,model,486,0.2834,0.4086,3.162277789670043e-05
486,model,487,0.2795,0.4064,3.162277789670043e-05
487,model,488,0.283,0.3951,3.162277789670043e-05
488,model,489,0.2834,0.3941,3.162277789670043e-05
489,model,490,0.2823,0.3991,3.162277789670043e-05
490,model,491,0.2816,0.403,3.162277789670043e-05
491,model,492,0.2827,0.3966,3.162277789670043e-05
492,model,493,0.2813,0.399,3.162277789670043e-05
493,model,494,0.2829,0.405,3.162277789670043e-05
494,model,495,0.2843,0.3988,3.162277789670043e-05
495,model,496,0.282,0.4018,3.162277789670043e-05
496,model,497,0.2844,0.4041,3.162277789670043e-05
497,model,498,0.2797,0.3975,3.162277789670043e-05
498,model,499,0.2841,0.3972,3.162277789670043e-05
499,model,500,0.2794,0.3932,3.162277789670043e-05
500,model,501,0.2812,0.4009,3.1622776601683795e-05
501,model,502,0.2803,0.3989,3.140465219496752e-05
502,model,503,0.2826,0.399,3.11880323448373e-05
503,model,504,0.2812,0.3987,3.097290667331409e-05
504,model,505,0.2834,0.4014,3.0759264874003036e-05
505,model,506,0.2817,0.3977,3.05470967115997e-05
506,model,507,0.2811,0.4003,3.0336392021399672e-05
507,model,508,0.2802,0.3983,3.0127140708811652e-05
508,model,509,0.2768,0.4028,2.991933274887377e-05
509,model,510,0.2815,0.4017,2.971295818577334e-05
510,model,511,0.2803,0.3988,2.9508007132369883e-05
511,model,512,0.2838,0.4041,2.9304469769721437e-05
512,model,513,0.2801,0.4016,2.9102336346614145e-05
513,model,514,0.2794,0.3976,2.89015971790951e-05
514,model,515,0.2823,0.3985,2.8702242650008394e-05
515,model,516,0.2775,0.3975,2.8504263208534354e-05
516,model,517,0.2798,0.4059,2.830764936973201e-05
517,model,518,0.2814,0.4021,2.8112391714084642e-05
518,model,519,0.2839,0.3967,2.7918480887048545e-05
