,Unnamed: 0,smiles
169,169,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)CC3(C)CCC(C(C)(C)CC3)C21C
170,170,COC(=O)C1=CC2(C)CC3C4(C)CC(C)(C)C(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
171,171,COC(=O)C1=CC2(C)CC3(C)C(C)(CCC4CCC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O
172,172,COC(=O)C1=C(C)C2(C)CC3(C)CCCC(C)(C4CC(=O)CCC43C)C(C)(C1=O)C2=O
173,173,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
174,174,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3CC(C)(C)CC3(C)C1(C)C2=O
175,175,COC(=O)C1=CC2(C)CC3C(C)(CCC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O
176,176,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CCC(=O)CC4CCC3(C)C(C)(C1=O)C2=O
177,177,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3CC4C(C)(CCC(=O)C4(C)C)CC32C)C1=O
178,178,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3CC(=O)CCC3(C)C1(C)C2(C)C
179,179,CCOC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
180,180,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O
181,181,COC(=O)C1=CC2(C)C(=O)C(C)(CC3C2(C)CCC2(C)C(C)(C)C(=O)CCC32C)C1=O
182,182,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3(C)CCC(C)(C)C3CCC21C
183,183,COC(=O)C1=CC2(C)CC3C(C)C4(C)C(=O)CCC4(C)C(C)(C)C3(C)C(C)(C1=O)C2=O
184,184,COC(=O)C1=CC2(C)C(=O)C3(C)CCC4CC3(C)C2(C)CCC(=O)C(C)(C)C4(C)C1=O
185,185,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(C)(C)C(=O)CC4CCC3(C)C(C)(C1=O)C2=O
186,186,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(=O)CCCC3C1C2(C)C
187,187,COC(=O)C1=C(C)C2(C)CCC3(CCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O
188,188,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)CCC3(C)C1(C)C2=O
189,189,COC(=O)C1=CC2(C)CC3(C)C(C)(CCC4CCC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O
190,190,CCOC(=O)C1=CC2(C)CC3C(C)(CC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O
191,191,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C(CCC3(C)C(=O)CCCC31C)C2(C)C
192,192,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
193,193,COC(=O)C1=C(C)C2(C)CC3(C)C(CC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O
194,194,COC(=O)C1=CC2(C)CC3(C)C(C)(CCC4(C)CC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O
195,195,CC1=C(C(=O)OC(C)C)C(=O)C2(C)C(=O)C1(C)CC1(C)C3C(C)(C)C(=O)CCC3(C)C21
196,196,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC2(C)C(=O)C2(C)CCC2(C)C1
197,197,COC(=O)C1=CC2(C)CC(C(=O)C3(C)CCC4CC3(C)CCC4(C)C)CC(C)(C1=O)C2=O
198,198,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CC3(C)C(C)(C1=O)C2=O
199,199,COC(=O)C1=C(C)C2(C)CC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O
200,200,COC(=O)C1=CC2(C)CC3CC4(C)C(C)(C)C(=O)CCC(C)(C3C(C)(C1=O)C2=O)C4(C)C
201,201,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CC(C)(C)CCC(C)(C)C1(C)C2=O
202,202,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC(C)C3(C)CC1C(C)(C)C(=O)CCC23C
203,203,COC(=O)C1=CC2(C)CC3(C)C4CC(C)(C)C(=O)CCC4CCC3(C)C(C)(C1=O)C2=O
204,204,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)C(=O)C4(C)CCC3(C)C(C)(C1=O)C2=O
205,205,COC(=O)C1=CC2(C)C(=O)C3(C)CCC4(CCC(C)(C)C4)CCC3(C)C(C)(C1=O)C2=O
206,206,COC(=O)C1=CC2(C)CC3(C)C(CCCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O
207,207,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O
208,208,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O
