,smiles
36,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1C2C(C)(C)CCC2(C)C(C)(C)C(=O)CCC12C
37,COC(=O)C1=C(C)C2(C)CC3(C)CC=C4C(=O)CCCC4CCC3(C)C(C)(C1=O)C2=O
38,COC(=O)C1=C(C)C2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3C(C)(C1=O)C2=O
39,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
40,COC(=O)C1=CC2(C)CC3C(C)(CCC4C(C)(C)C(=O)CC(C)(C)C43C)C(C)(C1=O)C2=O
41,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
42,COC(=O)C1=C(C)C2(C)C(=O)C3(C)CC4CC(C)(C)CC4CCC3(C)C(C)(C1=O)C2=O
43,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O
44,COC(=O)C1=C(C)C2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
45,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1C(C)(C)C(=O)CCC1(C)C2(C)C
46,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC2(C)C2(C)CCC(C)(C)C3CCC32)C1=O
47,COC(=O)C1=CC2(C)CC3C(C)(CCC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O
48,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(CC(=O)C4CC(C)(C)CCC43)C2(C)C)C1=O
49,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(CCC(=O)C3(C)C)C1(C)C2(C)C
50,COC(=O)C1=CC2(C)C(=O)C(C)(CC34CCC5(C)C(=O)C(C)(C)C(CCC53)CC24C)C1=O
51,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
52,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(C)(CCC3(C)C(C)(C1=O)C2=O)CC(=O)C4
53,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C(C)=O)C1(C)C(C)(C)C3(C)CCCC231
54,COC(=O)C1=CC2(C)CC3(C)C(C)(CCC4CCC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O
55,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
56,COC(=O)C1=CC2(C)CC3C4CCC(C)(C2=O)C(C)(C1=O)C3(C)CCCC(=O)C4(C)C
57,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C3(C)CC(=O)C(C)(C)C3CCC1(C)C2(C)C
58,COC(=O)C1=CC2(C)CC3C4CCC(CCC(C)(C)C3(C)C(C)(C1=O)C2=O)C(=O)C4(C)C
59,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)C(=O)CC(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
60,CCC12CC(C)(C)C3C(C)(C)C(=O)CCC3(C)C(C)(C1=O)C(C)=C(C(=O)OC)C2=O
61,COC(=O)C1=CC2(C)CC3(C)CC4CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
62,COC(=O)C1=CC2(C)C(C)(C)CCC3(C)CC4C(C)(C)C(=O)CCC4(CC32C)C1=O
63,COC(=O)C1=C2C3C(C)(C)CC4(C)CCC2(C)C(C)(C1=O)C(=O)C3(C)CC(=O)C4(C)C
64,COC(=O)C1=C(C)C2(C)CC3(C)C4C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O
65,COC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(CC4)C3(C)C(C)(C)C(C)(C1=O)C2=O
66,COC(=O)C1=CC2(CCC(C)C)C(=O)C3C(C)(C)CC(C)(C)CC3(C)C(C)(C1=O)C2=O
67,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
68,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
69,COC(=O)C1=CC2(C)CC(C)(C1=O)C1(C)CCC(C)(C)C3(C)C(=O)C2(C)CCC3(C)C1=O
70,CCC1C2CCC3C4(C)C(=O)C(C(=O)OC)=CC(C)(CC3(C)C2(C)C(=O)CC1(C)C)C4=O
71,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
72,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(=O)C(C)(C)CC4CCC3(C)C(C)(C1=O)C2=O
73,COC(=O)C1=CC2(C)CCC3(C)C4(C)CC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
74,COC(=O)C1=C(C)C2(C)C(=O)C3(C)CC4CCC(C)(C(=O)C2(C)CC4(C)C)C3(C)C1=O
75,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(C)CCC4(C)C(=O)C3(C)C(C)(C1=O)C2=O
76,COC(=O)C1=CC2(C)CCC(C)(C)C3(C)CCC(=O)C4(C)C(=O)C3(C)C2(C)C4(C)C1=O
77,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC(C)(C)CCC1(C)C2(C)C
78,COC(=O)C1=CC2(C)CC3C(C)(CCC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O
79,COC(=O)C1=C(C)C2(C)CC3(C)C4CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
80,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O
81,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1C3(C)CCC(=O)C(C)(C)C3CCC12C
82,COC(=O)C1=CC2(C)CC(C3(C)CCCC4C(C)C(=O)CCC43C)CC(C)(C1=O)C2=O
83,COC(=O)C1=C(c2cccc(C)c2)C2CC(=O)C(C)(C1=O)C1(C)CC(=O)C(C)(C)C1(C)C2
84,COC(=O)C1=C(C)C2CCC3(CC3)C3(C)C(=O)C(C)(C1=O)C(C)(C)C(C)(C3=O)C2(C)C
85,COC(=O)C1=CC2(C)CC3C4(C)CCCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
86,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
87,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
88,COC(=O)C1=C(C)C(=O)C2CC3(C)C(C)(C)C4CCC3(C)C(C)(C)C4(C)C(=O)C2(C)C1=O
89,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C4(C)CCC(=O)C(C)(C)C4CCC32C)C1=O
90,COC(=O)C1=CC2(C)CC3(C)CC(C)(C4C(C)(C)CC(=O)CCC43C)C(C)(C1=O)C2=O
91,COC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(C)CC4CCC3(C)C(C)(C1=O)C2=O
92,COC(=O)C1=CC(C)(C)C(=O)C(C)(C(C)(C)C2=CC3(CCCC3=O)CCC2(C)C)C1=O
93,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C2CCC2(C)C(C)(C)C(=O)CCC32C)C1=O
94,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
95,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
96,CCC12CCC3CC4(C)C=C(C(=O)OC)C(=O)C(C)(C4=O)C3(C)C1(C)CCC(C)(C)C2=O
97,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O
98,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CC(CC3C(C)(C)C(=O)CC31C)C2(C)C
99,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)C2CC2C(C)(C)C(=O)CCC21C
100,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C(CCC3C(C)(C)C(=O)CCC31C)C2(C)C
101,COC(=O)C1=CC2(C)CC3(C)C4(C)CC4C(C)(C)C(=O)CCCC3(C)C(C)(C1=O)C2=O
102,CCOC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)CCC(=O)C(C)(C)C21C
103,CCOC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1C2CCC2C(C)(C)C(=O)CCC21C
104,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC(=O)C(C)(C)C(C)(C)C2(C)C1(C)C
105,COC(=O)C1=CC2(C)CC3C4(C)CCC(C)(C)C(=O)C4CCC3(C)C(C)(C1=O)C2=O
106,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1C3CCC(=O)C(C)(C)C3CCC1(C)C2(C)C
107,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
108,COC(=O)C1=CC2(C)C(=O)C3CCC4(C)C(CCC(C)(C)C4(C)C)C3(C)C(C)(C1=O)C2=O
109,COC(=O)C1=CC2(C)CC3C4(C)CC(C)(C)CCC4C(=O)CCC3(C)C(C)(C1=O)C2=O
110,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)CCC3(C)C1(C)C2=O
111,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
112,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C4(C)CCC(C)(C)CC4CCC32C)C(=O)C1=O
113,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O
114,COC(=O)C1=C(C)C2(C)C3(C)CCC4C(C)(C)C(=O)CCC4(C)C2(C)C(=O)C3(C)C1=O
115,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
116,COC(=O)C1=CC2(C)CC3C4C(CCC3(C)C(C)(C1=O)C2=O)C(C)(C)C(=O)CC4(C)C
117,COC(=O)C1=CC2(C)CC3C4(C)CC(C)(C)C(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
118,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C3(C)CCC(=O)C(C)(C)C3CCC21C
119,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C3CC(CCC(=O)C3(C)C)C(C)(C)C21C
120,COC(=O)C1=C(C)C2(C)CC3C(C)(C)CC(C)(C)C(=O)CCC3(C)C(C)(C1=O)C2=O
121,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
122,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O
123,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C3(C)CCCC(C)(C)CC3CCC21C
124,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(=O)C4(C)CCC(C)(C)C3(C)C(C)(C1=O)C2=O
125,COC(=O)C1=CC2(C)C(=O)C(C)(CC3C2(C)CCCC2(C)C(C)C(=O)CCC32C)C1=O
126,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)C1C3(C)CCC(=O)C(C)(C)C3CCC12C
127,COC(=O)C1=C(C)C2(c3ccc(C#N)cc3)CCC3(C)CCCC3(C)C2(C)C1=O
128,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(C)(C)CC4C(=O)CCC3(C)C(C)(C1=O)C2=O
129,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O
130,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(CCC23C)C(=O)C4(C)C)C1=O
131,COC(=O)C1=CC2(C)CC3C4CC(C)(C)C(=O)C(C)(C)C4(C)CCC3(C)C(C)(C1=O)C2=O
132,COC(=O)C1=CC2(C)CC3(C)C(C)(CC4C(C)(C)CC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O
133,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(=O)CCC3(C)C1(C)C2(C)C
134,COC(=O)C1=C(C)C2(C)CCC3(C)C4(C)CCC(C(C)=O)C4CCC3(C)C(C)(C1=O)C2=O
135,COC(=O)C1=CC2(C)C(=O)C(C)(CC3C4(C)C(=O)C(C)(C)CCC4CCC32C)C1=O
136,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
137,COC(=O)C1=C(C)C2(C)CC3(C)CCC4(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O
138,COC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCCC3(C)C(C)(C1=O)C2=O
139,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CC(C)(C)C(C)(C)C(=O)C(C)(C)C21C
140,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)C2CCC2CCC1(C)CCC2(C)C
141,COC(=O)C1=C(C)C2(C)CC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O
142,COC(=O)C1=CC2(C)CC3(C)C(C(C)(C1=O)C2=O)C(C)(C)C1CCC(=O)C(C)(C)C13C
143,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
144,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)CCC3C(=O)CCC3(C)C21C
145,COC(=O)C1=CC2(C)CC3(C)C4(C)CCCC(=O)C(C)(C)C4CC3(C)C(C)(C1=O)C2=O
146,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1CC3C(C)(C)C(C)(C)CCC3(C)C1(C)C2=O
147,COC(=O)C1=C(Cc2ccccc2)C2CC(C)(C)C3(C)CCC2(C)C(=O)C(C)(C1=O)C3=O
148,COC(=O)C1=CC2(C)C(=O)C(C)(CC3C4(C)CCCC(=O)C(C)(C)C4CCC32C)C1=O
149,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC(C)(C)C(C)(C)C1(C)C2=O
150,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
151,COC(=O)C1=CC2(C)C(=O)C3C(C)(C)C4CCC(C)(C)CC4(C)C3(C)C(C)(C1=O)C2=O
152,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1C3(C)CCC(C)(C)C(C)(C)C3CCC12C
153,COC(=O)C1=CC2(C)C(=O)C(C)(CC3C4(C)CCC(=O)C(C)(C)CC4CCC32C)C1=O
154,COC(=O)C1=CC2CC3C(C(C)(C)C4=CC(C)(C)C(=O)CC4)CCC3(C)C(C)(C1=O)C2=O
155,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)C3(C)CCC(C)(C)CC3CCC21C
156,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
157,COC(=O)C1=C(C)C2(C)CC3(C)C(C)=C(C)C(=O)C(C)(C)CCC3C(C)(C1=O)C2=O
158,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C(=O)C1(C)C1(C)CCC(C)(C)CCC21C
159,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)CCCC3(C)C1(C)C2=O
160,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)C(=O)CCC3(C)C21C
161,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)C(C)(C)C(=O)CC(C)(C)CC23C)C1=O
162,COC(=O)C1=CC2(C)CC(=O)CCC3C4C(C)(CCC4(C)C3(C)C)C(C)(C1=O)C2=O
163,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)C4CCC(=O)C(C)(C)C4CCC23C)C1=O
164,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)C(=O)CCC(C)(C)C4CCC23C)C1=O
165,COC(=O)C1=C(C)C2(C)CC3C(CCC4C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O
166,COC(=O)C1=CC2(C)CCC3(C)C4(C)CC4(C)CC(=O)C3(C)C(C)(C)C(C)(C1=O)C2=O
167,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3CC(C)(C)CCC3(C)C1(C)C2=O
168,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C32C)C1=O
169,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)CC3(C)CCC(C(C)(C)CC3)C21C
170,COC(=O)C1=CC2(C)CC3C4(C)CC(C)(C)C(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
171,COC(=O)C1=CC2(C)CC3(C)C(C)(CCC4CCC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O
172,COC(=O)C1=C(C)C2(C)CC3(C)CCCC(C)(C4CC(=O)CCC43C)C(C)(C1=O)C2=O
173,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
174,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3CC(C)(C)CC3(C)C1(C)C2=O
175,COC(=O)C1=CC2(C)CC3C(C)(CCC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O
176,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CCC(=O)CC4CCC3(C)C(C)(C1=O)C2=O
177,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3CC4C(C)(CCC(=O)C4(C)C)CC32C)C1=O
178,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3CC(=O)CCC3(C)C1(C)C2(C)C
179,CCOC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
180,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O
181,COC(=O)C1=CC2(C)C(=O)C(C)(CC3C2(C)CCC2(C)C(C)(C)C(=O)CCC32C)C1=O
182,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3(C)CCC(C)(C)C3CCC21C
183,COC(=O)C1=CC2(C)CC3C(C)C4(C)C(=O)CCC4(C)C(C)(C)C3(C)C(C)(C1=O)C2=O
184,COC(=O)C1=CC2(C)C(=O)C3(C)CCC4CC3(C)C2(C)CCC(=O)C(C)(C)C4(C)C1=O
185,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(C)(C)C(=O)CC4CCC3(C)C(C)(C1=O)C2=O
186,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(=O)CCCC3C1C2(C)C
187,COC(=O)C1=C(C)C2(C)CCC3(CCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O
188,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)CCC3(C)C1(C)C2=O
189,COC(=O)C1=CC2(C)CC3(C)C(C)(CCC4CCC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O
190,CCOC(=O)C1=CC2(C)CC3C(C)(CC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O
191,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C(CCC3(C)C(=O)CCCC31C)C2(C)C
192,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
193,COC(=O)C1=C(C)C2(C)CC3(C)C(CC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O
194,COC(=O)C1=CC2(C)CC3(C)C(C)(CCC4(C)CC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O
195,CC1=C(C(=O)OC(C)C)C(=O)C2(C)C(=O)C1(C)CC1(C)C3C(C)(C)C(=O)CCC3(C)C21
196,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC2(C)C(=O)C2(C)CCC2(C)C1
197,COC(=O)C1=CC2(C)CC(C(=O)C3(C)CCC4CC3(C)CCC4(C)C)CC(C)(C1=O)C2=O
198,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CC3(C)C(C)(C1=O)C2=O
199,COC(=O)C1=C(C)C2(C)CC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O
200,COC(=O)C1=CC2(C)CC3CC4(C)C(C)(C)C(=O)CCC(C)(C3C(C)(C1=O)C2=O)C4(C)C
201,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CC(C)(C)CCC(C)(C)C1(C)C2=O
202,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC(C)C3(C)CC1C(C)(C)C(=O)CCC23C
203,COC(=O)C1=CC2(C)CC3(C)C4CC(C)(C)C(=O)CCC4CCC3(C)C(C)(C1=O)C2=O
204,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)C(=O)C4(C)CCC3(C)C(C)(C1=O)C2=O
205,COC(=O)C1=CC2(C)C(=O)C3(C)CCC4(CCC(C)(C)C4)CCC3(C)C(C)(C1=O)C2=O
206,COC(=O)C1=CC2(C)CC3(C)C(CCCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O
207,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O
208,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O
209,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1C3(C)CC(=O)C(C)(C)C3CCC1(C)C2(C)C
210,COC(=O)C1=C(C)C2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O
