,Smiles
42,COC(=O)C1(C)C(=O)C(=O)c2c(O)c(C)c3cc(C)ccc3c2C1=O
43,COC(=O)C1=C(C)CC(C)C1C[S+]([O-])c1ccc2c(O)cc(C#N)cc2c1
44,COC(=O)C1(C)C(=O)CC(=O)c2c1c(O)c1c(ccc3ccccc31)c2C
45,COC(=O)c1c(CCC(=O)C(C)(C)C)c(O)c2cccc(OC)c2c(C)c1=O
46,COC(=O)C1=C2C=CC(O)=c3cc(C)ccc3=C2C(=O)C1(C)C
47,CC(=O)Cc1c(C(=O)OCc2ccc(C(C)=O)cc2)cc2cc(C)cc(O)c2c1C
48,COC(=O)C1=CC(=O)CC(C)=c2c3c(c(c4ccccc24)C1(C)C)C=3O
49,C#CC12CCC(C)(C)C(Br)=C1C(=O)c1c(C)cc(O)c(C(=O)OC)c12
50,COC(=O)C(=O)C(OC(=O)c1c(C)cc(=O)oc1C)c1ccccc1C
51,COC(=O)c1c(O)ccc2c1C(=O)C(=O)C(=O)C1=CC(C)(C)C=CC1(C)C2
52,COC(=O)c1c(O)ccc2ccc(S(=O)(=O)C(F)(F)F)cc12
53,Cc1oc(=O)c2c(C)c(O)c3ccccc3c2c1C(=O)OC(C)(C)C
54,CCC1(C(=O)OC)C(=O)Oc2c(O)cc3ccccc3c2C1=O
55,COC(=O)C1C(C)=NC(=O)CC1c1c(C)cc2ccc(C)cc(O)c1-2
56,CC1=C2C=CC=CC(O)=C2OC(=O)C(C)(C)C2(C)CCC(=O)C(=O)C2C1=O
57,Cc1ccc(C(=O)OC23CCC(=O)C(=O)C2C2(C)C(=O)C(C)CCC2(C)CC3)c(O)c1
58,COC(=O)C1=C(C)Cc2cc(OC)c(O)cc2C(=O)CC(C)(C)C2CCC(=O)C12C
59,C=C(C)c1ccc(O)c(C(=O)OC2(C(=O)OC(C)=O)CCCC2(C)C)c1
60,COC(=O)C1=C(c2cncc3c(O)c(C)cc(C)c23)C(=O)C(C)(C)CC1=O
61,CC1(C)C(=O)CCC2(C)C1C(=O)C1(C)CCC(=O)C1CC2(C)C(=O)c1ccccc1O
62,COC(=O)c1c(O)c(C=C(C)C(=O)C(C)=O)c(C(C)=O)c2ccccc12
63,CC(=O)c1cc2c(O)c3c(c-2oc(=O)c1)C(=O)C(C)(C)C(=O)CC3(C)C
64,COC(=O)C12CC(O)=C(C)C=C(C)C3=CC(=O)C4(CC(C)(C)C1=O)C(=C3)CCC4(C)C2
65,COC(=O)C1=C(Cc2cc(C)cc(C)c2O)c2cccc(C(C)=O)c2C1=O
66,CCOC(=O)C1=CC(C)(C)Cc2c(c(=O)c(O)c3ccccc3c2Cl)C1=O
67,CC1=CC(C)(C2C(=O)C(C)C3C(C(=O)Oc4ccc(C)cc4C)CCC32C)CCC1=O
68,COC(=O)C1=C(C)C(=O)C2c3cc2c(=O)ccc(C)c(O)c2c(c31)CCC(C)(C)C2
69,C#Cc1cc(=O)oc2cc(C(=O)OCc3ccc(C(C)(C)C)cc3)c(O)cc12
70,CC(=O)c1c(O)c(C#CC2OC(C)(C)C(=O)CC2(C)C(C)=O)c(C)c2c(C)cccc12
71,COc1c(C(C)=O)cc(C(=O)OCC(=O)C(C)(C)C)c2c(O)c(C)c(C)cc12
72,C#CC1=C(C)C(=O)c2c3c(O)c(c(Br)c2C1(C)C)OC(=O)C3C(=O)OC
73,CC(=O)C1(C)CCC(=O)C12C(=O)C(C)(C)C(=O)c1c2c(O)c2ccccc2c1C
74,C#CCc1cc(C2=C(C(=O)OC)C(=O)CCC(=O)C2C(C)(C)C)ccc1O
75,COC(=O)c1ccc2c(c1O)C1=C(C(=O)CC(C)=O)C(C)(C)CCC1=C2
76,COC(=O)c1c(O)c2c(c3cc(C)c(C)cc13)C(=O)CC(C)(C)C2=O
77,COC(=O)C(=CCc1c(O)c2ccc(C#N)cc2oc1=O)C(C)(C)C
78,CCC1C(=O)c2c(C(=O)OC)c(O)c3ccccc3c2C1=O
79,CCC(C)C(=O)C12C(=O)C(C)(C)CC(C)=[N+]([O-])C1(O)CCCC1(C)C(=O)CC12
80,CC=C(C)C(=O)Oc1cc(Br)ccc1C(=O)c1ccccc1C#N
81,CC(=O)OC(=O)C=Cc1cc(C)c2c(C(=O)OC(C)(C)C)cc(C)cc2c1O
82,CCC(=O)C1c2c(C(=O)OC)c(O)c3ccccc3c2C(=O)CC1(C)C
83,CCC[S+](CC)[n+]1c(C)c(C(=O)CC)cc2c(OC)c3ccccc3c(=O)c(O)c21
84,C#CCCc1oc2c(C(C)=O)c3cc(C)ccc3c(O)c2c1C(=O)OC
85,COC(=O)c1cc2c(O)c3ccc(Br)cc3c(C)c2oc1=O
86,CC(=O)c1cc2c3ccccc3c(O)c(=O)c-2ccc1C1=CC(=O)C(C)(C)C1=O
87,Cc1cc(C)c(O)c(CC(=O)OC(=O)C2(C)CCC(C)(C)C(=O)C2=O)c1
88,CCC12CC=CC(C(=O)OC)(CCc3c(C)c4c(O)ccccc-4c3C1=O)C2=O
89,COC(=O)c1c(=O)c2c(C(C)=O)cc(Br)cc2c(O)c2ccccc12
90,CCc1cc(C)cc(-c2nc3ccccc(O)c-3c(=O)c2C)c1C(=O)OC
91,COC(=O)C1=C(C(C)(C)C)CC2(CCC2)c2c(cc3cccc(F)c3c(O)c2=O)C1=O
92,Cc1ccc2c(O)cc3c(c2c1)C(C#CC(=O)OC(C)(C)C)C(C)(C)C3
93,CC(C(=O)C(O)C(=O)Oc1ccc(C(F)(F)F)cc1Cl)=C1C(=O)CCCC1=O
94,COC(=O)C1=C(Cc2ccc(O)c(C)c2)C2(C)CCCC(=O)C2(C)CCC1=O
95,CCC(C)[S+](=O)c1ccccc1-c1oc(=O)c2cc(Br)ccc2c1O
96,C=C(C)CC1c2c(c(O)c(C(=O)OC)c3ccccc23)C(=O)C1C(C)=O
97,CC(=O)COC(=O)c1ccc(-c2cc3ccccc3c(O)c2C(C)=O)cc1
98,COC(=O)C12CCC(C)(C)C=C1c1ccc(OC)c(O)c1C=CC(C)(C)C2=O
99,COC(=O)c1c(O)c(C)c2ccccc2c1S(=O)(=O)N(C)C
100,Cc1ccccc1C(=O)C1C(=O)C2(C)CCC1(C)C1(C)C(=O)C(=O)CCC1(O)C2(C)C
101,COC(=O)C1=C(CC(=O)Oc2cc(C)cc(C)c2C)C(=O)CCC1(C)C
102,COC(=O)C1=C(C)C(CC2C(=O)CCC(=O)C2(C)C)c2c1c(O)c(C)c1ccccc21
103,Cc1ccc2c(S(C)(=O)=O)c(=O)c(O)c(C#Cc3ccc(Br)cc3)cc2c1
104,CC(=O)CCC(OC(C)=O)=C1C(=O)C2(C)C(CC3CCC(C)(C)O3)CCC12
105,CCc1cc(=O)c(C(C)=O)c2oc(O)c(C(C)OC(=O)c3ccccc3)cc1-2
106,CC1=C(Br)C(=O)C2(O)[N+]([O-])c3c(C)cc(C#N)cc3C12C
107,CC(C)=C1C(=O)CCC(C)(C2=NC3=c4ccccc4=C(O)C(=O)C3=C2)C1=O
108,COc1cc(Br)c(O)c2c1C1(C)C(=O)CC1C(C(C)=O)C(C)(C)C(=O)CC2
109,CCC#Cn1c2c(C(C)=O)cccc2c2cc(C(C)=O)c(C(C)=O)c(O)c21
110,CCC1(C)C(=O)c2c(F)cc(O)c(C#N)c2CCC2C1=CCC1C(=O)C12C
111,CCc1ccccc1-c1cc2c(O)ncc(C#N)c2cc1C(=O)OC
112,CC(CC(=O)C(C)(C)C)=C1C(=O)C(=O)C(C)(C)c2c(C)cc(Br)c(O)c21
113,C#Cc1ccc2ccc(c1)c1c(=O)cc(C)cc(O)c(C)c(C(=O)OC)c21
114,COC(=O)C1=C(C)CC(=O)C(=O)C1c1c(C)cc2c(C)cc(C)cc(O)c1-2
115,CCc1cc2cc(C)ccc2c(O)c1C(OC(C)=O)C1CC(=O)C(=O)C(C)(C)C1
116,CC(=O)OC(=O)c1c(O)c(C)c2c(=O)cccc-2c2ccccc12
117,COC(=O)c1cc(C)c2c3ccccc3c(C)c-2c(C(=O)OC)c1O
118,COC(=O)C1=C(C)C2CC3(C)C(=O)CC(=O)c4cc(O)ccc4C3(C)C2CC(C)(C)C1=O
119,CC(C)(C)OC(=O)c1ccc2c(C#N)c(c1=O)C(O)=c1ccccc1=C2
120,COC(=O)c1cc2c(C)cccc2c(O)c1CCC(=O)C(=O)C(C)(C)C
121,CC(=O)CCC1(C)CC2c3cccc(C(C)(C)O[SH](=O)=C(C)C)c3C(=O)C21
122,COC(=O)C(C)OC(=O)c1c(O)c2ccccc2c2ccc(C(C)(C)C)cc12
123,C#Cc1nc2c(C(=O)OC(C)(C)C)ccc(C(=O)C=C(C)C)c2c(O)c1C
124,COc1c2c(c3ccccc3c1O)C1(C(=O)CC2)C(=O)C(C)=C(C(C)=O)C1=O
125,CC(C)(C)OC(=O)c1c(O)c(C#N)cc2ccc(C#N)c(Br)c12
126,Cc1c(C(=O)OC(C)(C)C)c(=O)oc2c1cc(O)c1ccccc12
127,CCOC(=O)N(C)C(=[SH]c1ccccc1C(C)=O)c1ccc(C(C)(C)C)nc1
128,C=C1C(=O)c2c(O)ccc(Br)c(=O)c2C(=O)C1(C)C(=O)OC
129,COC(=O)c1c(O)c(C(=O)C(C)(C)C)cc2ccc(C(C)=O)c(C)c12
130,Cc1c(C=O)c(C(C)(C)C)c2ccc(C(=O)OC(C)(C)C)cc2c1O
131,COC(=O)c1cc2ccc(Br)cc2cc1OC(=O)C(C)=O
132,COC(=O)c1c2cc3c(C)ccc([N+](=O)[O-])c3c-2c(Br)cc(C)c1O
133,CCC(C(=O)OC)=C1C(=O)c2c(c(C)c3ccccc3c2O)CC(C)(C)C1=O
134,C=C1CCC12CCc1c(C)c(O)c(C#N)c(C)c1C(C(=O)OC)=C(C)C(=O)C2
135,CC[S+]([O-])CC1=C(C)c2c(-c3ccccc3)nc(C)c(C(=O)OC(C)C)c21
136,COC(=O)c1c(O)ccc2c1CCC21C(=O)C=C(C)C(C)(C(=O)OC)CC1=O
137,CC(=O)OC(=O)C(C)=CC(OC(C)=O)=C(C)C(C)=C(C)C=C(C)C
138,CC(=O)C1C(C)=CC(=O)CC1=C(OC(=O)C(C)(C)C)c1c(C)c(C)cc(C)c1O
139,CC1(C2NC(c3cc(O)cc(F)c3)O2)CCC2C(CC1=O)C1(C)C(=O)CCC21C
140,COC(=O)C1=C(O)C2(C)Oc3cc(Cc4cccc(Br)c4Cl)c1cc3C2=O
141,CC(C)N(C(=O)C1=C(C(C)(C)C)C(=O)c2cc(O)c3ccccc3c2C1=O)C(C)C
142,CCOC(=O)C1=C2C(=O)C(C)=C(C)OC(=C1C)C(C#N)=CC=C2O
143,COC(=O)c1c(O)cc2c(C(C)=O)cccc2c(=O)c1C(=O)OC
144,Cc1cc(C)c2oc(=O)c(C(=O)OC(=O)c3ccccc3C)c(O)c2c1
145,CC1=CCC(=O)C2(C)CCC3c4c(C#N)cnc(O)c4C3(C)CCC12C
146,CC=C1N=C(C)C(C(=O)OC)C(c2cc(-c3ccc(C(C)=O)cc3)cc(C)c2O)C1=O
147,COC(=O)C1=C2C(=O)C(=O)CCC2=C(C#CC(C)(C)C)C2=C(O)C=CC=CC2=C2C=CC=C21
148,COC(=O)C1=C(C)CCc2c(ccc3ccc(O)c(C(=O)OC(C)=O)c23)C1=O
149,COC(=O)c1cc2c(O)c3c(C)cc(C)c(C)c3c(C)c2oc1=O
150,CC(=O)OC1C2=C(C(C)=O)C(C)=C1c1c(C=O)cc3cc(F)cc(O)c3c1CC2
151,COC(=O)C1=C(C(=O)c2cc(C)cc(C)c2O)C(=O)CC(C)(C)C1=O
152,C=C(C)C(OC(=O)c1c(O)c2ccccc2oc1=O)C(C)(C)C
153,CCC#Cc1c(C(=O)OC)cccc1-c1cc(C)cc2cc(C(C)=O)cc(O)c12
154,CCc1ccccc1C(=O)c1oc(=O)c2c(C(=O)OC)cccc2c1O
155,COC(=O)C1=C(C)C2(C)CC(=O)C(C)(C)C(=O)C2=CC1(C)c1ccc(C#N)cc1O
156,COC(=O)C1(C)C(=O)CCC2(C)c3c(C)c(O)c4ccccc4c3CC(=O)C12
157,COC(=O)c1c(O)ccc2c1C(=O)CC(=O)C(=Cc1ccc(C)cc1C)C2=O
158,COC(=O)C(C)C1CCC2(C)C3(C)CCC4C(=O)C(=O)CC4(C)C3CCC12O
159,COC(=O)c1cc(C(=O)c2c(C)cc(O)c3ccc(C)cc23)c(OC)cc1C
160,CC(C)(C)OC(=O)c1c(-c2ccccc2)nc2ccccc2c1O
161,COC(=O)[SH]=C(C1=CC(C)(C)CCC1=O)c1ccc2ccccc2c1OC
162,N#Cc1cnc2cc3c(O)c(C#N)c4ccccc4c3cc2c1
163,CC1=CCC2(C)C(C)(OC(=O)c3ccccc3O)C(=O)CCC(=O)C2(C)C1=O
164,COC(=O)C1=C(C)C(C(=O)OC(C)(C)C)c2c1c(O)c1ccccc1c(C)c2=O
165,C=C1C(Cc2c(C)ccc(C)c2O)=C(C(=O)OC)C(=O)c2c1ccc(C#N)c2C
166,COC(=O)c1c2c(c3ccccc3c1O)C(C)(C(=O)OC)CC(=O)C2(C)C
167,CC1=CC2=COC(=O)C1=C1C(=C(C)C=C(O)c3ccccc31)S2(=O)=O
168,CC1CC(=O)C(=O)Cc2c1ccc1c(C(C)(C)C)c(O)cc3c(=O)occ-3c21
169,CN(C)C(=O)C1=C(C(=O)c2c3c(c4ccccc4c2O)O3)C(=O)CC(C)(C)C1
170,COC(=O)c1cc2cc(F)ccc(O)c-2c1C(=O)CC1CC(=O)C(C)(C)CC1=O
171,COC(=O)C1=CC(C)(C)c2cc(O)c3ccccc3c2C1=O
172,CC(=O)c1cc(C(=O)OC2(C)CC(C)(C)C=C(C)C2=O)c(O)cc1C
173,CC1(C)C(=O)CCC23CC4CC(=O)C(C)(C(=O)CC4C12)C(C)(C)c1nccc(O)c13
174,CC1=CC(OC(=O)c2ccc(C)cc2O)(C(=O)c2ccccc2)C(=O)C1(C)C
175,COC(=O)C1=C(CO)C(=O)C2(C)CCC(=O)C(C)(C)C2C1=O
176,C=C(C)c1ccc(O)c2cc(C(=O)OC(=O)c3ccccc3)c(=O)oc12
177,COC(=O)c1cc(O)c2cccc(CC(=O)CC3C(=O)C=C(C)C3=O)c2c1C
178,Cc1c(Br)c(S(C)(=O)=O)c2cc(C#CC(=O)C(C)(C)C)ncc2c1O
179,C=C1C(C(=O)OC)=C(Cl)C(=O)c2c1c(OC)c(O)c1ccccc21
180,COC(=O)c1cccc2c1c(CS(=O)(=O)C=C(C)C)c(O)c1ccccc12
181,COC(=O)C(=O)C=Cc1c(O)c2ccccc2c2ccc(C#N)cc12
182,CC(=O)CCC1=C(C(C)=O)C(C(=O)c2c(C)ccc(C)c2O)CCC1=O
183,CC1=C(C(=O)OCC2CCCC(=O)C2(C)C)c2ccc(C)cc2OC(O)=C1
184,COC(=O)c1c(O)c(C(=O)OC(C)C2=C(C)CCCC2=O)cc2ccccc12
185,Cc1cc(C)c2oc3nc4ccccc4c(O)c3c2c1
186,CC(=O)C1CCC2(C)CC(=O)C(C(O)C(=O)Oc3cccc(C)c3)CCC12C
187,CC(=O)c1cc(O)c(=O)c2cccc(C(=O)OCc3ccc(Br)cc3)c2c1
188,COC(=O)C1=C(O)C2=CC(C)(CCC(=O)C2(C)C)C2C(=O)C(C)(C)C=C(C)C12C
189,CCC#Cc1ccc2c(C(C)(C)C)c(O)c(C(=O)OC)c(C(=O)OC)c2c1
190,COC(=O)C(C)(C)C1C(=O)CC(=O)c2c1c(C(C)=O)c(O)c1ccccc21
191,CC1=CCC(C)(OC(=O)c2c(C)cc(C)c3c(O)c(C)oc(=O)c23)CC1
192,C=C(C)c1cc(O)ccc1C(=O)C1=C(C(=O)OC)C(C)(C)CCC1=O
193,COC(=O)c1cc2c(C(=O)C(C)(C)C)c(O)c3ccccc3c2oc1=O
194,C=C(C)C(=O)CC1(C)C(C)=C(C(=O)OC)C(=C)C(=O)c2cc(Br)cc(O)c21
195,COC(=O)C1=C(C)N([N+](=O)[O-])C(C)=CC1c1ccc(O)c2ccccc12
196,CC(=O)c1cccc2c1C(=O)C=C2C(=O)c1c(C)cc2ccccc(O)c1-2
197,CC(=O)c1ccc(-c2c(C(C)=O)cc3oc(=O)cc(C)c3c2O)c(C)c1
198,CCC(C)C(=O)COC(=O)c1c(C)c(O)c(C)c2c(Cl)cccc12
199,C=[SH](=O)C1=C2C(=C(Cl)C(=O)C(C)(C)Oc3c2ccc2c3-c3ccccc3-2)CC(C)=C1
200,COC(=O)c1c([N+](=O)[O-])cc(O)c2cccc(C(=O)OC(C)(C)C)c12
201,CCC(C)C(=O)C(=C1C(=O)CC(=O)c2ccc(C(=O)OC)c(O)c21)C(C)C
202,COC(=O)C1=CC2(C)C(=CC1=O)C(C)(C)C(=O)CCc1c(C)cc(Cl)c(O)c12
203,CC(C)(C)C(=O)Oc1cc(Br)cc(O)c2c(=O)c(Br)c(C#N)cc1-2
204,COC(=O)C1=C(c2ccccc2)C(=O)C(c2cc(C)cc(C)c2O)CC1=O
205,CC(OC(=O)c1c(O)c2ccccc2c2ccccc12)C(=O)N(C)C(C)(C)C
206,COC(=O)c1cc2oc(=O)cc-2c2c(O)c(C)cc(C(C)=O)c2c1
207,CC(=O)OC(=O)c1c2c3ccccc3c(O)cc(C)c-2c(C)cc1=O
208,CC(=O)CCc1oc(=O)c2cc(C(C)=O)cc(C(C)(C)C)c2c1O
209,CC(C)(C)OC(=O)c1ccc2c(c1)c(C#N)c(O)c1ccccc12
210,C#Cc1ccc(C2=C(C(=O)OC)C(C)(C)CCC2(C)C(=O)OC)c(O)c1
211,CC(=O)c1cc(C(=O)OC(C)(C)C)cc2c1[S+]([O-])C1=CC=CC(O)=C(C)C1=C2
212,Cc1cc2c(=O)c(O)c3ccccc3c(C)c2c(=O)c2ccccc12
213,Cc1c(O)c2ccccc2c2cc([N+](=O)[O-])c(C(=O)OC(C)C)cc12
214,Cc1c(C(=O)OC(=O)c2ccccc2C#N)cc2ccccc2c1O
215,COC(=O)c1c2c(c3ccccc3c1O)C1CC(C)(C)C(=O)C(C)(C)C(=O)C21C
216,COC(=O)c1c(=O)c2cc(C)cc(C)c2c(O)c2cc(C)ccc12
217,COC(=O)c1c2c(c(O)c3cccc(Br)c13)C(=O)C(=O)C(C)(C)C2=O
218,Cc1cc(C)c(O)c(CCC2N=C([N+](=O)[O-])C3CC=C4C(C)(C)C(=O)CCC4(C)C23C)c1
219,CCC1(C)C(=O)CC(=O)c2c(c(O)c3cc(C)ccc3c2C(=O)OC)C1=O
220,CC(=O)C1CCC(C)(C2(C)C(=O)CC(C)(C)C(=O)C2=O)C1C1(C)CC2=C(O)C=CC=CC1=C2
221,COC(=O)c1c2c(c3c(O)ccccc-3c1=O)CC(C)(C)C(=O)C2=O
222,COC(=O)C1=C(C)C2(C)CCC(=O)OC2CCC1=S=Cc1ccccc1C
223,COC(=O)C1C(C)=C(C)C2CCCC1(C)c1c(O)c3cc(Br)ccc3[n+]([O-])c12
224,C#CCC(OC(=O)c1c(O)c2ccccc2oc1=O)c1ccccc1
225,CC(=O)C(=O)C1CCC2(C)C3C(=O)CC(C)(c4ccccc4O)C4CCC1(C)C(C(=O)O4)C32
226,COC(=O)c1c(O)cc(C(C)(C)C)c2c1C(=O)C(CC=C(C)C)=C2C(C)=O
227,COC(=O)C1(C)C(=O)C(Cc2c(C(C)=O)ccc(Cl)c2O)C(=O)CC=C1C
228,COC(=O)c1cc2c(oc1=O)C(C)=c1ccccc1=C(O)C=C2C
229,COC(=O)c1c(C)cc2c3ccccc3c(O)cc(C(C)(C)C)c1-2
230,CCC(=O)c1ccc2cc(C3OC(=O)C(C)(C)C3=O)c(O)cc2c1
231,COC(=O)c1ccccc1C(OC(=O)c1ccccc1O)C(C)=O
232,CC1(C)C=CC(=O)C2(C)C=CC(=O)CC2(C)C1OC(=O)c1ccccc1O
233,COC(=O)C(=O)C=C1C(C)=CC(=O)c2c1c(O)cc1ccccc21
234,COC(=O)C1=C(C(C)(C)CCC(C)=O)c2c(O)ccc(OC)c2C(C)(C)C1=O
235,CC(=O)C1=C(C)C2(C)CCC(=O)C=C2C(=O)C1=CC(=O)c1cc(Br)ccc1O
236,COC(=O)c1c2c(c(=O)c(O)c3cc(C(C)C)cc(C)c13)C(=O)CC(C)(C)C2=O
237,CC1=CC(O)=C2C=CC=c3cccc(C#N)c3=C2C(=O)CC1(C)C
238,CC(=O)C1=C2C(=O)CC(C)(C)C3=C1C(=CC(C)=C2O)C=Cc1ccc(=O)oc13
239,COC(=O)C1=C(C)N(C)C(C)(C)C1C1(C)CC(=O)C(=O)c2cc(O)c3ccccc3c21
240,COC(=O)c1cc(C(=O)C2C(=O)CCC(=O)C2(C)C)c2c(O)cccc2c1C
241,CCC(C)OC(=O)c1c(C(C)=O)cc2cccc3c2=c-c1c(O)c[n+]3CC
242,Cc1cccc(O)c2c([S+]([O-])C3C(=O)CC(C)(C)CC3=O)c(C)cc1-2
243,CC=C(C)C(=O)C1(C)CC(=O)C(C)=C(C(=O)OC)C1c1c2oc(O)c1C=CC=C2
244,COC(=O)C1CCC(C)(OC(=O)c2c(C)cc(C)c(=O)c(C)c2O)C=C1C
245,CC1=C(C)C(=O)C2(C)CC(OC(=O)c3cc(C)cc(C)c3O)C(=O)CCC2(C)C1=O
246,COC(=O)C1=C(O)CC(C)C2(C)CCC(=O)C12C(=O)C1CCC2C1CCC(=O)C2(C)C
247,N#Cc1nc(O)c2ccccc2c1-c1cc2ccccc2[s+]1[O-]
248,CCC(C)c1ccccc1OC(=O)c1ccc(O)c(=O)c(C(C)=O)c1
249,CC(C)(C)OC(=O)c1cc(-c2ccc(C(F)(F)F)cc2)ccc1O
250,COC(=O)c1cc(-c2ccc3cccc(O)c3c2)c(C)oc1=O
251,COC(=O)C(C)(C)OC(=O)CCc1c(C)cc2ccccc2c1O
252,COC(=O)c1ccccc1-c1c(=O)oc(-c2ccc(C(C)C)cc2)c(O)[n+]1C
253,COC(=O)c1cc2c(C)c3cccc(Br)c3c(O)c2oc1=O
254,COC(=O)c1ccccc1-c1c(C)c2ccccc2c(=O)c(O)[n+]1C(C)(C)C
255,COC(=O)c1c(O)c(=O)oc2c(C)cc(C)c(Cl)c12
256,CC(=O)c1c(C(=O)OC(C)C)cc2c(Br)cccc2c1O
257,COC(=O)c1c(C(=O)C=C(C)C)cc2c(C(C)(C)C)cccc2c1O
258,COC(=O)C12C(=O)C(C)(C)CC(C)(CCC1(C)C)C1(C)CCC2(O)C(C)(C)C(=O)C1=O
259,COC(=O)Oc1cc(C)c(O)c(=O)c2c3c(cc(Br)c12)C(=O)CCC3(C)C
260,CCC(=O)OC(=O)c1cc2c(cc1C)C1CCC(=O)C1(C)C(=O)CC2
261,C=C1C(=O)c2cc(O)cc(C(=O)OC)c2C(=CC(=O)C(C)(C)C)C(=O)C1(C)C
262,CC(=O)c1cc(O)c2c(C)c(C#N)cc-2c(OC(=O)C(C)(C)C)c1
263,C#Cc1cc(Br)cc2c1=C(C1CC3(C)C(=O)C(C)(C(C)=O)C(=O)C3N1C)CC(=O)C=2O
264,COC(=O)c1c(O)ccc2cc3cccc(C)c3c(C(=O)OC(C)=O)c12
265,C#CCCCc1cc(=O)oc2cc(C(C)=O)c(O)c(C(=O)OC)c12
266,COC(=O)c1cc2c(oc1=O)-c1c-2c(O)c2cc(F)ccc2c1C
