,smiles,logp,tpsa,sub_similarity,qed,hba,hbd,gasa_score
18,COC(=O)C1=CC2(C)C(=O)C(=O)C(C)(C1=O)C(C)(C)C1CCC(C)(C)C(C)(C)C12C,4.3278,77.51,0.816602317,0.275173647,5,0,0.25696671
19,COC(=O)C1=CC2(C)CC3(C)C(CCC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.397043616
20,COC(=O)C1=CC2(C)CC3C4C(C)(C)C(=O)C(C)(C)C4(C)CCC3(C)C(C)(C1=O)C2=O,4.3278,77.51,1,0.352925302,5,0,0.311089516
21,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1CC(C)(C)CC3C(C)(C)C(=O)CCC3(C)C12C,4.7179,77.51,0.961389961,0.333612739,5,0,0.165429518
22,COC(=O)C1=CC2(C)C(=O)C3C4(C)CCC(C)(C)CC4(C)CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.228564754
23,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)CC(C)(C)CC3(C)CCC2(C)C31C,4.4719,77.51,0.961389961,0.349746014,5,0,0.379089445
24,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
25,COC(=O)C1=CC2(C)C(=O)C(C)(CCC3(C)C2C2(C)CCC(=O)C(C)(C)C2C3(C)C)C1=O,4.7179,77.51,0.961389961,0.333612739,5,0,0.115605958
26,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)C(=O)C=CC3(C)C1C2(C)C,4.4939,77.51,1,0.340949205,5,0,0.171567038
27,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)CC3C(C)(C)CCC(C)(C)C3(C)C21C,4.7179,77.51,1,0.333612739,5,0,0.069626212
28,COC(=O)C1=C(C)C2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.255158573
29,COC(=O)C1=CC2(C)C(=O)C3(C)CC4C(C)(CCC2(C)C4(C)CCC(=O)C3(C)C)C1=O,4.4719,77.51,0.760617761,0.454761323,5,0,0.178668112
30,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465306044
31,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC(C)(C)C(C)(C)C1(C)C2=O,4.0818,77.51,1,0.375113424,5,0,0.266526997
32,COC(=O)C1=CC2(C)CC3(C)CCC4CC(=O)CCC4(C)CCC3(C)C(C)(C1=O)C2=O,4.616,77.51,1,0.346040807,5,0,0.24350287
33,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)CCC3C(C)(C)C(=O)CC3(C)C21C,4.7179,77.51,1,0.333612739,5,0,0.556928992
34,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)C3(C)CCC(C)(C)CC3CCC21C,4.4719,77.51,1,0.349746014,5,0,0.701262057
35,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCCC3(C)C(=O)CCC2(C)C(C)(C)C31,4.4719,77.51,0.961389961,0.349746014,5,0,0.153775021
36,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1C2C(C)(C)CCC2(C)C(C)(C)C(=O)CCC12C,4.7179,77.51,0.961389961,0.333612739,5,0,0.224175751
37,COC(=O)C1=C(C)C2(C)CC3(C)CC=C4C(=O)CCCC4CCC3(C)C(C)(C1=O)C2=O,4.5361,77.51,0.314671815,0.349539024,5,0,0.139426887
38,COC(=O)C1=C(C)C2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3C(C)(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,0.307849914
39,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
40,COC(=O)C1=CC2(C)CC3C(C)(CCC4C(C)(C)C(=O)CC(C)(C)C43C)C(C)(C1=O)C2=O,4.7179,77.51,1,0.333612739,5,0,0.171512172
41,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
42,COC(=O)C1=C(C)C2(C)C(=O)C3(C)CC4CC(C)(C)CC4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.052556232
43,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
44,COC(=O)C1=C(C)C2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,0.255158573
45,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1C(C)(C)C(=O)CCC1(C)C2(C)C,4.7179,77.51,0.961389961,0.341737863,5,0,0.445259422
46,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC2(C)C2(C)CCC(C)(C)C3CCC32)C1=O,5.2929,60.44,0.314671815,0.349734272,4,0,0.106964879
47,COC(=O)C1=CC2(C)CC3C(C)(CCC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.370086253
48,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(CC(=O)C4CC(C)(C)CCC43)C2(C)C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.033545382
49,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(CCC(=O)C3(C)C)C1(C)C2(C)C,4.7179,77.51,1,0.333612739,5,0,0.69785291
50,COC(=O)C1=CC2(C)C(=O)C(C)(CC34CCC5(C)C(=O)C(C)(C)C(CCC53)CC24C)C1=O,4.4719,77.51,1,0.341467856,5,0,0.062172204
51,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
52,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(C)(CCC3(C)C(C)(C1=O)C2=O)CC(=O)C4,4.616,77.51,1,0.346040807,5,0,0.168600187
53,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C(C)=O)C1(C)C(C)(C)C3(C)CCCC231,4.4719,77.51,0.314671815,0.368317426,5,0,0.337468058
54,COC(=O)C1=CC2(C)CC3(C)C(C)(CCC4CCC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.512379169
55,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
56,COC(=O)C1=CC2(C)CC3C4CCC(C)(C2=O)C(C)(C1=O)C3(C)CCCC(=O)C4(C)C,4.4719,77.51,0.739382239,0.454761323,5,0,0.33974281
57,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C3(C)CC(=O)C(C)(C)C3CCC1(C)C2(C)C,4.7179,77.51,1,0.333612739,5,0,0.471304297
58,COC(=O)C1=CC2(C)CC3C4CCC(CCC(C)(C)C3(C)C(C)(C1=O)C2=O)C(=O)C4(C)C,4.7179,77.51,1,0.333612739,5,0,0.045558285
59,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)C(=O)CC(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,0.259719551
60,CCC12CC(C)(C)C3C(C)(C)C(=O)CCC3(C)C(C)(C1=O)C(C)=C(C(=O)OC)C2=O,4.4719,77.51,0.961389961,0.376948502,5,0,0.290822446
61,COC(=O)C1=CC2(C)CC3(C)CC4CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.362766266
62,COC(=O)C1=CC2(C)C(C)(C)CCC3(C)CC4C(C)(C)C(=O)CCC4(CC32C)C1=O,5.2929,60.44,0.434362934,0.431816713,4,0,0.1089416
63,COC(=O)C1=C2C3C(C)(C)CC4(C)CCC2(C)C(C)(C1=O)C(=O)C3(C)CC(=O)C4(C)C,4.4719,77.51,0.420849421,0.349746014,5,0,0.057523765
64,COC(=O)C1=C(C)C2(C)CC3(C)C4C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O,4.0818,77.51,0.314671815,0.366980926,5,0,0.171851963
65,COC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(CC4)C3(C)C(C)(C)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,0.432285994
66,COC(=O)C1=CC2(CCC(C)C)C(=O)C3C(C)(C)CC(C)(C)CC3(C)C(C)(C1=O)C2=O,4.7179,77.51,1,0.366389784,5,0,0.411921352
67,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.0818,77.51,1,0.366980926,5,0,0.267089814
68,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
69,COC(=O)C1=CC2(C)CC(C)(C1=O)C1(C)CCC(C)(C)C3(C)C(=O)C2(C)CCC3(C)C1=O,4.862,77.51,0.592664093,0.427955406,5,0,0.143669412
70,CCC1C2CCC3C4(C)C(=O)C(C(=O)OC)=CC(C)(CC3(C)C2(C)C(=O)CC1(C)C)C4=O,4.7179,77.51,1,0.351327478,5,0,0.116218589
71,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
72,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(=O)C(C)(C)CC4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.401873231
73,COC(=O)C1=CC2(C)CCC3(C)C4(C)CC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,0.598828435
74,COC(=O)C1=C(C)C2(C)C(=O)C3(C)CC4CCC(C)(C(=O)C2(C)CC4(C)C)C3(C)C1=O,4.4719,77.51,0.239382239,0.454761323,5,0,0.430833817
75,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(C)CCC4(C)C(=O)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.23101002
76,COC(=O)C1=CC2(C)CCC(C)(C)C3(C)CCC(=O)C4(C)C(=O)C3(C)C2(C)C4(C)C1=O,4.4719,77.51,0.816602317,0.349746014,5,0,0.308228374
77,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC(C)(C)CCC1(C)C2(C)C,5.2929,60.44,1,0.339460902,4,0,0.50719744
78,COC(=O)C1=CC2(C)CC3C(C)(CCC4(C)C(C)(C)C(=O)CCC34C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.370086253
79,COC(=O)C1=C(C)C2(C)CC3(C)C4CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.292436004
80,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
81,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1C3(C)CCC(=O)C(C)(C)C3CCC12C,4.7179,77.51,1,0.333612739,5,0,0.425014555
82,COC(=O)C1=CC2(C)CC(C3(C)CCCC4C(C)C(=O)CCC43C)CC(C)(C1=O)C2=O,4.4719,77.51,1,0.368317426,5,0,0.051872853
83,COC(=O)C1=C(c2cccc(C)c2)C2CC(=O)C(C)(C1=O)C1(C)CC(=O)C(C)(C)C1(C)C2,4.50132,77.51,0.816602317,0.387482122,5,0,0.2815274
84,COC(=O)C1=C(C)C2CCC3(CC3)C3(C)C(=O)C(C)(C1=O)C(C)(C)C(C)(C3=O)C2(C)C,4.4719,77.51,0.816602317,0.349746014,5,0,0.477064341
85,COC(=O)C1=CC2(C)CC3C4(C)CCCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.267997593
86,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
87,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
88,COC(=O)C1=C(C)C(=O)C2CC3(C)C(C)(C)C4CCC3(C)C(C)(C)C4(C)C(=O)C2(C)C1=O,4.7179,77.51,0.72972973,0.333612739,5,0,0.137444869
89,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C4(C)CCC(=O)C(C)(C)C4CCC32C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.157240272
90,COC(=O)C1=CC2(C)CC3(C)CC(C)(C4C(C)(C)CC(=O)CCC43C)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,0.128192276
91,COC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(C)CC4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.474390268
92,COC(=O)C1=CC(C)(C)C(=O)C(C)(C(C)(C)C2=CC3(CCCC3=O)CCC2(C)C)C1=O,4.7821,77.51,0.193050193,0.279700992,5,0,0.015146889
93,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C2CCC2(C)C(C)(C)C(=O)CCC32C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.207345843
94,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465306044
95,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465306073
96,CCC12CCC3CC4(C)C=C(C(=O)OC)C(=O)C(C)(C4=O)C3(C)C1(C)CCC(C)(C)C2=O,4.862,77.51,1,0.346606946,5,0,0.479033053
97,COC(=O)C1=CC2(C)CC3(C)CCC4C(C)(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.265134007
98,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CC(CC3C(C)(C)C(=O)CC31C)C2(C)C,4.3278,77.51,0.961389961,0.352925302,5,0,0.092083871
99,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)C2CC2C(C)(C)C(=O)CCC21C,4.3278,77.51,1,0.352925302,5,0,0.347807169
100,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C(CCC3C(C)(C)C(=O)CCC31C)C2(C)C,4.7179,77.51,1,0.333612739,5,0,0.336744726
101,COC(=O)C1=CC2(C)CC3(C)C4(C)CC4C(C)(C)C(=O)CCCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.021675795
102,CCOC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)CCC(=O)C(C)(C)C21C,4.4719,77.51,1,0.376948502,5,0,0.553054333
103,CCOC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)(C)C1C2CCC2C(C)(C)C(=O)CCC21C,4.7179,77.51,1,0.351327478,5,0,0.546517134
104,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC(=O)C(C)(C)C(C)(C)C2(C)C1(C)C,4.7179,77.51,1,0.341737863,5,0,0.18959631
105,COC(=O)C1=CC2(C)CC3C4(C)CCC(C)(C)C(=O)C4CCC3(C)C(C)(C1=O)C2=O,4.0818,77.51,1,0.366980926,5,0,0.518953025
106,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1C3CCC(=O)C(C)(C)C3CCC1(C)C2(C)C,4.3278,77.51,1,0.352925302,5,0,0.399843484
107,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
108,COC(=O)C1=CC2(C)C(=O)C3CCC4(C)C(CCC(C)(C)C4(C)C)C3(C)C(C)(C1=O)C2=O,4.7179,77.51,1,0.333612739,5,0,0.071362145
109,COC(=O)C1=CC2(C)CC3C4(C)CC(C)(C)CCC4C(=O)CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.266872674
110,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(C)(C)CCC3(C)C1(C)C2=O,4.0818,77.51,1,0.366980926,5,0,0.543843567
111,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
112,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3C4(C)CCC(C)(C)CC4CCC32C)C(=O)C1=O,4.862,77.51,0.299227799,0.250744871,5,0,0.056612991
113,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
114,COC(=O)C1=C(C)C2(C)C3(C)CCC4C(C)(C)C(=O)CCC4(C)C2(C)C(=O)C3(C)C1=O,4.4719,77.51,0.208494208,0.349746014,5,0,0.681500077
115,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
116,COC(=O)C1=CC2(C)CC3C4C(CCC3(C)C(C)(C1=O)C2=O)C(C)(C)C(=O)CC4(C)C,4.3278,77.51,1,0.352925302,5,0,0.285430402
117,COC(=O)C1=CC2(C)CC3C4(C)CC(C)(C)C(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.7179,77.51,1,0.333612739,5,0,0.213682026
118,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C3(C)CCC(=O)C(C)(C)C3CCC21C,4.4719,77.51,0.961389961,0.349746014,5,0,0.523297668
119,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C3CC(CCC(=O)C3(C)C)C(C)(C)C21C,4.3278,77.51,0.961389961,0.352925302,5,0,0.173966721
120,COC(=O)C1=C(C)C2(C)CC3C(C)(C)CC(C)(C)C(=O)CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.357941892,5,0,0.238213763
121,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
122,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
123,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)C3(C)CCCC(C)(C)CC3CCC21C,5.2929,60.44,0.961389961,0.332099866,4,0,0.558006167
124,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(=O)C4(C)CCC(C)(C)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.218143299
125,COC(=O)C1=CC2(C)C(=O)C(C)(CC3C2(C)CCCC2(C)C(C)C(=O)CCC32C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.021587467
126,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(C)C1C3(C)CCC(=O)C(C)(C)C3CCC12C,4.3278,77.51,1,0.352925302,5,0,0.467202842
127,COC(=O)C1=C(C)C2(c3ccc(C#N)cc3)CCC3(C)CCCC3(C)C2(C)C1=O,4.86488,67.16,0.544401544,0.533010683,4,0,0.391425818
128,COC(=O)C1=CC2(C)CC3(C)C4(C)CC(C)(C)CC4C(=O)CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.208596542
129,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC23C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.348234087
130,COC(=O)C1=CC2(C)C(=O)C(C)(CC3(C)C4(C)CCC(CCC23C)C(=O)C4(C)C)C1=O,4.4719,77.51,1,0.349746014,5,0,0.214182213
131,COC(=O)C1=CC2(C)CC3C4CC(C)(C)C(=O)C(C)(C)C4(C)CCC3(C)C(C)(C1=O)C2=O,4.7179,77.51,1,0.333612739,5,0,0.332692832
132,COC(=O)C1=CC2(C)CC3(C)C(C)(CC4C(C)(C)CC(=O)C(C)(C)C43C)C(C)(C1=O)C2=O,4.7179,77.51,1,0.333612739,5,0,0.21147503
133,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC3C(=O)CCC3(C)C1(C)C2(C)C,4.0818,77.51,1,0.366980926,5,0,0.535968244
134,COC(=O)C1=C(C)C2(C)CCC3(C)C4(C)CCC(C(C)=O)C4CCC3(C)C(C)(C1=O)C2=O,4.862,77.51,0.961389961,0.346606946,5,0,0.439221799
135,COC(=O)C1=CC2(C)C(=O)C(C)(CC3C4(C)C(=O)C(C)(C)CCC4CCC32C)C1=O,4.0818,77.51,1,0.366980926,5,0,0.081329092
136,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
137,COC(=O)C1=C(C)C2(C)CC3(C)CCC4(C)C(=O)CCC4(C)C3(C)C(C)(C1=O)C2=O,4.2259,77.51,0.314671815,0.364566111,5,0,0.23104392
138,COC(=O)C1=CC2(C)CC3C4(C)CCC(=O)C(C)(C)C4CCCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.276710361
139,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CC(C)(C)C(C)(C)C(=O)C(C)(C)C21C,4.3278,77.51,0.961389961,0.361195682,5,0,0.273786604
140,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C(=O)C1(C)C2CCC2CCC1(C)CCC2(C)C,4.4719,77.51,1,0.349746014,5,0,0.233892456
141,COC(=O)C1=C(C)C2(C)CC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.189562976
142,COC(=O)C1=CC2(C)CC3(C)C(C(C)(C1=O)C2=O)C(C)(C)C1CCC(=O)C(C)(C)C13C,4.3278,77.51,1,0.352925302,5,0,0.064311616
143,COC(=O)C1=CC2(C)CC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.465305984
144,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)CCC3C(=O)CCC3(C)C21C,4.4719,77.51,1,0.349746014,5,0,0.644253612
145,COC(=O)C1=CC2(C)CC3(C)C4(C)CCCC(=O)C(C)(C)C4CC3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,0.080626324
146,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1CC3C(C)(C)C(C)(C)CCC3(C)C1(C)C2=O,4.3278,77.51,1,0.352925302,5,0,0.104001313
