,smiles
82,COC(=O)C12CCC(C3CCC4C(C)(C)C(=O)CCC4(C)C3=O)=C(C)C(=O)C1C2(C)C
83,COC(=O)C1CCC2(C)C(CCC3C2(C)CC(C)=C2C(=O)C(=O)C(C)(C)C23C)C1(C)C
84,COC(=O)C1CC(=O)C2(C)CCC(C)(C3CCC4C(C)=C(C)C(=O)C(=O)C4(C)C3)C12C
85,COC(=O)C1=C(C)CC2CCC3C4(C)CCC(=O)C(C)(C)C4C(C)(C(=O)OC)C3(C)C2(C)C1=O
86,COC(=O)C1(C)CCC2(C)C(=O)C3(C)CCC4(C)C(=O)C(=O)C(C)=C(C)C4CC3C2C1
87,COC(=O)C1C(=O)C(=O)C2(C)CCC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C2=C1C(C)C
88,COC(=O)C1=C(C)C2CCC3(C)C4(C)CCC(=O)C(C)(C)C4CC(=O)C3(C)C2CC1=O
89,COC(=O)C1CC(C)(C)C2(C)CCC3(C)C4CCC(C12)C(C)(C)C4=C1C=C(C)C(=O)CC13C(=O)OC
90,COC(=O)C1CC2(C)C(=C(C)C1=O)CC1C3(C)CC4C(C)(C)C(=O)CCC4(C)C3CCC12C
91,COC(=O)C1CC2C(CCC3C2(C)CCC2(C)C(=O)C(=O)C(C)(C)C(=O)C32C)C(C)=C1C
92,COC(=O)C1CC23CCC(C)(CCC2C2(C)C(=O)C(=O)C(C)(C)C12C)C(=O)C3C
93,COC(=O)C1=C(C)C=C2C(C)(CCC3C4C(C)(CC23C)C(=O)CCC4(C)C(=O)OC)C1=O
94,COC(=O)C1=CC2CCC3(C)C(C2C(C)=C(C)C1=O)C(C)(C)C(=O)CC31CCC2C(C)(C)C(=O)CCC21C
95,COC(=O)C1C(=O)C(C)(C)CC2C3CCC4C5=C(C)C(=O)C5(C)CCC4(C)C3(C)CCC12C
96,COC(=O)C12CC(=O)C(C)=C1C1CCC3(C)C(CCC4(C)C3CCC4(C)C)C1(C)C(=O)C2=O
97,COC(=O)C1CC2(C)C(=C(C)C1=O)C(C(=O)OC)CC1(C)C2CCC2C(C)(C)C(=O)CCC21C
98,COC(=O)C1=CC2CCC3(C)C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)C1=O
99,COC(=O)C1(C)CC2CCC3C(C(=O)C4=C(C)C(=O)CCC43C)C2(C)CC1(C)C(=O)OC
100,COC(=O)C1=CC2(C)C(CCC3(C)C4CC(=O)C(C)(C)C4CCC23C)C(C)(C(=O)OC)C1=O
101,COC(=O)C1=C(C2(C)CCC3C4(C)CCC(=O)C(C)(C)C4CCC32C)CC(C)(C)C(=O)C1=O
102,COC(=O)C(=O)C1C(=O)C2(C)C(CCC3(C)C2CCC(=O)C3(C)C)C2(C)C(=O)C(C)=CC12
103,COC(=O)C1=C(C)C2CCC3(C)C4C(CCC3(C)C2(C)CC1=O)C(C)(C)C(=O)C(=O)C4(C)C
104,COC(=O)C1CC2(C)C3CC(C)=C4CC(=O)C(=O)C(C)(C)C4C3(C)CCC2(C)C1=O
105,COC(=O)C1CCC2(C)C(CCC3C4(C)CCC(=O)C(C)(C)C4C(=O)C32C)C1(C)C
106,COC(=O)C1CCC2(C)C(CC(C)=C3C4(C)CC(=O)C(=O)C(C)(C)C4CCC32C)C1(C)C
107,COC(=O)C1CCC23CCC4(C)C(=O)CCC4(C)C2CC1(C)C1C3=C(C)C(=O)C1(C)C
108,COC(=O)C1=C(C)C(=O)C(C)(C)C2CCC3(C)C4C(C(=O)OC)C(=O)C3(C)C4(C)C2(C)CC1
109,COC(=O)C1(C)CCC2C1CC(C)=C1C2(C)C(=O)C(=O)C2(C)CCC3C(C)(C)C(=O)CCC132
110,COC(=O)C1C(=O)C2=C(C)C(=O)C(C)(C)C3(C)CCC4C(C)(C)C5CCC1(C)C2CCC5C43C
111,COC(=O)C1=C(C)CC2C3CCC4C5(C)C(=O)C(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)C1=O
112,COC(=O)C1=C2CCC3C4(C)C(=O)C(=O)C(C)(C)C4CCC3(C)C2(C)CCC1C
113,COC(=O)C1=C(C)C(=O)C2(C)C(CCC3(C)C2CCC2C(C)(C)C(=O)CCC23C)C1=O
114,COC(=O)C(=O)C1CC2(C)C(CCC3C(C)(C)C(=O)CCC32C)C2(C)CCC(C)=C12
115,COC(=O)C1=C(C)CCC2(C)C1(C)CCC1C3(C)CC(C(=O)OC)C(=O)C(C)(C)C3CCC12C
116,COC(=O)C1=C(C)C(=O)C2(C)CCC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C2C1
117,COC(=O)C1CC2(C)C3=CCC4(C)C(C)(C)C(=O)CCC4(C)C3CC2C(C)(C)C1=O
118,COC(=O)C1CC2C(C)=C3C4(C)CC(=O)C(=O)C(C)(C)C4CCC3(C)C2(C)C1=O
119,COC(=O)C1CC(C)=C2C1(C)CCC1C2(C)CC2(C)C3CC(=O)C(=O)C(C)(C)C3CCC12C
120,COC(=O)C1(C)CCC2(C)C(CCC3(C)C2C(=O)C(C)=C2C(C)C(=O)C(=O)C23C)C1
121,COC(=O)C1CCC2(C)C3CCC4(C)C(=O)C(=O)C(C)=C(C)C4C3(C)CCC12C
122,COC(=O)C1=C(C)C2(C)CCC3(C)C4CCC(=O)C(C)(C)C4CC(=O)C3(C)C2CC1
123,COC(=O)C1=C(C)C2CCC3(C)C(CCC4C(C)(C)C(=O)CCC43C)C2(C)C(C)(C)C1=O
124,COC(=O)C1C(=O)CCC2(C)C3CCC4(C)C(=O)C(C)=CC4(C)C3CCC12C
125,COC(=O)C1CC2(C)CCC3CC4C(=O)C4(C)CCC4(C)CC(=O)C(C)(C)C(=CC3(C)C12)C4=O
126,COC(=O)C1CC2(C)C1=CC(=O)C1(C)CCC3C(CCC12C)C(C)(C)C(=O)C(=O)C3(C)C
127,COC(=O)C1CCC2(C)C3C(C)(CCC4C(C)(C)C(=O)C(=O)C(=O)C43C)CC2(C)C1
128,COC(=O)C1(C)C(=O)CCC2(C)C1CCC1(C)C2CCC2=C(C)C(=O)C(=O)C21C
129,COC(=O)C1C(=O)C(C)=C2C3CCC4C5(C)CCC(=O)C(C)(C)C5CC(=O)C4(C)C3(C)CCC21C
130,COC(=O)C1=C(C)CC2C3CCC4C(C)(C)C(=O)C(=O)C4(C)C3(C)CCC2(C)CC1
131,COC(=O)C1(C)CCC2C3CCC4C(C)=C(C)C(=O)C(=O)C4(C)C3(C)C(=O)CC21C
132,COC(=O)C1(C)CC2C3(C)CC(=O)C(=O)C(C)=C3CCC2(C)C23CCC(C)(C)C2(C)CCC13
133,COC(=O)C1=C(C)C2CCC3(C)CCC4(C)C(=O)C(=O)C(=O)C4(C)CC3C2(C)CC1
134,COC(=O)C1(C)C(=O)C(C)=C2CCC3(C)C(C)(CCC4C(C)(C)C(=O)CCC43C)C2C1=O
135,COC(=O)C1C2(C)CCC3(C)C(CCC4C(C)(C)C(=O)C(=O)CC43C)C12C
136,COC(=O)C1CC2C(C)(CCC3(C)C(=O)C(=O)CC23C)C2=C(C)C(=O)CCC21C
137,COC(=O)C1C(=O)C2(C)C(=C1C)CCC1C3(C)CCC(=O)C(C)(C)C3CCC12C
138,COC(=O)C1=C(C)C(C)(C)C2C(=O)C(=O)C3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C12C
139,COC(=O)C12CCC(C)(C)C(=O)C1(C)C1CCC3=C(C)C(=O)C(=O)C(C)(C)C3(C)C1C2
140,COC(=O)C1(C)C2CCC2CC2(C)C(=O)C(=O)C3(C)CCC(C)=C3C21
141,COC(=O)C1=C(C)C2CCC3(C)C4(C)CCC(=O)C(C)(C)C4CC(=O)C3(C)C2CC1C(=O)OC
142,COC(=O)C1CC2C(C)(CCC3(C)C4=C(C)C5C(C)(C)CC(=O)C5(C)C4CCC23C)C1=O
143,COC(=O)C1(C)C(=O)CCC2(C)C1CC1C3(C)C=C(C)C(=O)C(C)(C)C3CCC12C
144,COC(=O)C1(C)CC2C(CCC3(C)C2(C)CCC2C(C)(C)C(=O)CCC23C)C(=O)C1=O
145,COC(=O)C1=C(C)CC2CC(=O)C3(C)CC2(C)C(CCC2(C)C(C)(C)CCC2(C)C1=O)C3=O
146,COC(=O)C1=C(C)C2(C)CCC3C4(C)CCC5C(C)(C)C(=O)C(=O)CC5(C)C4CC(=O)C3(C)C2C1
147,COC(=O)C1=C(C)C(=O)CC2CCC3(C)C4CC(=O)C(C(=O)OC)C4(C)CCC3(C)C2(C)C1
148,COC(=O)C1CCC2=C(C)CC34CCC5C(C)(C)C(C(=O)OC)CCC5(C)C3(C)CCC4C2(C)C1=O
149,COC(=O)C1C2=C(C)C(=O)CCC2(C)C2CCC3(C)C(CC(=O)C3(C)C(=O)OC)C12C
150,COC(=O)C1(C)C(=O)C(=O)CC2C1CCC1(C)C3(C)CC(=O)C(C)=C(C)C3CCC21C
151,CC1=C2C(C)(CCC3C2(C)CC2C(C)(C)C(=O)CCC23C)C(C(=O)OC(=O)C2CC2)C1=O
152,COC(=O)C1=C(C)C(=O)C2(C)C3CCC4(C)C(C(=O)OC)CC4C3(C)C(=O)C(=O)C2(C)CC1
153,COC(=O)C1=C2C3CC(C)C4(C)C(C)(CC(C)(C)C5CCC54C)C3CCC2(C)C(=O)C1=O
154,COC(=O)C1C(=O)C(C)=C2C1(C)CCC1CCC3(C)C(CCC4CC(C)(C(=O)OC)C(=O)C43C)C21C
155,COC(=O)C1=C(C)CC2C3(C)CCC4C5(C)CC(C(=O)O)C(C)(C)C5CCC4(C)C3C2(C)C1=O
156,COC(=O)C1CC2(C)C(CCC3C4=C(C)C(=O)C(=O)C(C)(C)C4(C)CCC32C)C(C)(C)C1=O
157,COC(=O)C1CC(=O)C(=O)C2(C)C1CCC1(C)C2CCC2=C(C)C(=O)CCC21C
158,COC(=O)C1CCC2(C)C(C)(CC(C)=C3C4(C)CCC(=O)C(C)(C)C4CCC32C)C1=O
159,COC(=O)C12CCC(C)(C)CC3C(C)(CC1)C(=O)C(C)=C1C(CCC4C(C)(C)C(=O)C(=O)C14C)C32C
160,COC(=O)C1C(=O)C(C)(C)C2CCC3=C(CCC4(C)C(C(C)=O)CCC34)C2(C)C1(C)C
161,CC1=C2CCC3C(C)(C)C(=O)CCC3(C)C2C2(C)CCC3(C)C(CC(=O)C3(C)C)C2C1=O
162,COC(=O)C1(C)CC2C3CCC4(C)C(=O)C(=O)C(=O)C(C)=C4C3(C)CCC2(C)C1
163,COC(=O)C1=C(C)C(=O)C2(C)C(C)(CCC3CC4C(=O)C(=O)C(C)(C)C4CCC32C)C1
164,COC(=O)C1CC2C(=O)CCC(C)(C)C2C2(C)C(C)=C3C4CC4(C)CCC3(C)C2C1=O
165,COC(=O)C1=CC2(C)C(CCC3C4(C)C(=O)CC(C)(C)C4CCC32C)C(C)(C)C1=O
166,COC(=O)C1CC2(C)C(CCC3(C)C2CCC2C4(CCC23C)CC(C)=C(C)C(=O)C4=O)C1(C)C
167,COC(=O)C1C(=O)C(C)(C)C(=O)C2(C)C1=CCC1C3(C)CCC(=O)C(C)(C)C3CCC12C
168,COC(=O)C(=O)C1=C(C)C(=O)C2C3CCC4(C)C5CC(C)(C)C(=O)C5CCC4(C)C3(C)CCC12C
169,CC1=C2CC(=O)C(C)(C)C2CCC2(C)C1(C)CCC1C(=O)C(=O)C(C)C12C
170,COC(=O)C1(C)C(=O)C(=O)C2(C)C3=CCC1C2(C)CCC1C(C)(C)C(=O)CCC31C
171,COC(=O)C1(C)C(=O)CCC2(C)C1CCC1C3(C)C(=O)C(=O)C(C)(C)C3CCC12C
172,COC(=O)C1(C)CCCC12CC1C(CCC3C(C)(C)C(=O)C(=O)C13C)C(=O)C(C)=C2C
173,COC(=O)C(=O)C1CC(C)(C)C(=O)C2(C)C3CCC4(C)C(=O)C=C(C)C4(C)C3CCC12C
174,COC(=O)C12CCC3C(C)(C)C(=O)CCC3(C)C1CCC1(C)C(=O)C(=O)C(C)=C12
175,COC(=O)C1CC2(C)C(=C(C)C1=O)CCC1C2CCC2(C)C1(C)CC1(C)CC12C
176,COC(=O)C1C(=O)C(=O)C2(C)C(=C(C)CC3C2CCC2(C)C(C)(C)CCC32C)C1(C)C
177,COC(=O)C1=C2C(=O)C(=O)C3(C)CCC4(C)CCC(C)(C)CC4C3C2(C)C1
178,COC(=O)C(=O)C1CC2C(C)(C)C(=O)CCC2(C)C2(C)CCC3C(=O)C(=O)C=C3C12C
179,CC1=C2CC3(C)CC4(CCC3(C)C2(C)C2C(C)(C)C(=O)C(=O)CC2(C)C1=O)C(=O)CCC4C
180,COC(=O)C1=C(C)CC2C(=O)C(=O)C3(C)C4CC(=O)C(C)(C)C4CCC3(C)C2(C)CC1
181,COC(=O)C1=C(C)C2(C)CCC3(C)C4CCC5(C)C(=O)C(=O)C(=O)C5(C)CCC4C(C)(C)C3C(C=C1)C2
182,COC(C(=O)O)=C(C)C1CCC2(C)C(=C1C)CC1C3(C)CCC(=O)C(C)(C)C3CCC12C
183,COC(=O)C12CCC3(C)C(CCC4C(C)(C)C(=O)C(=O)CC43C)C1(C)C(=O)C(C)=C2C
184,COC(=O)C1(C(=O)OC)CCC2=C(C)C(=O)C3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C21C
185,COC(=O)C1CCC2(C)C1=C(C)C(=O)C1(C)C2CCC2C(C)(C(=O)OC)C(=O)CCC21C
186,COC(=O)C1=C(C)C2(C)C3CCC4(C)C(CCC(C)(C)C3C1)C(C)(C)C(=O)C(=O)C42C
187,COC(=O)C1=C(C)CC2C(C)(C)C(=O)C3(C)C4(C)CCC(C)(C(=O)OC)CC4CCC23C1=O
188,COC(=O)C1CC2=C(C)C(=O)C3C4(C)CC(C(C)=O)C(C)(C)C4CCC3(C)C2(C)C(C)(C)C1=O
189,CC1=C2C(CCC3(C)C2CCC2(C)C3CCC3(C)C(=O)C(=O)C(C)(C)C32C)C(C)(C)C1=O
190,COC(=O)C1=C(C)C2C(C)C(=O)C(=O)C2(C)C2(C)CCC3C(C)(C)C(=O)CCC3(C)C12
191,COC(=O)C1CCC2CC3(C)C4CC(C)=C5CC(=O)C(=O)C(C)(C)C5C4(C)C(=O)C3(C)CCC21C
192,COC(=O)C1CC2C(C)(CCC3=C(C)C4C(C)(C)C(=O)CC4(C)C32C)C(=O)C1=O
193,CC1(C)C(=O)C(=O)C2(C)C1C(=O)CC1(C)C2CCC2C(C)(C)C(=O)CCC21C
194,COC(=O)C1CC2(C)C(CCC3(C)C2CC(C)=C2C(C)(C)C(=O)CCC23C)C(C)(C)C1=O
195,COC(=O)C1CCC2(C)C(OC(=O)C3CC3)CC3(C)C2C1CC1(C)C(=O)C(=O)C(C)=C(C)C13C
196,COC(=O)C1(C)C(=O)C(=O)C2(C)C3=C(CCC12)C1(C)CCC(=O)C(C)(C)C1CC3
197,COC(=O)C1CC2(C)C(=C(C)C1=O)CC1(C)C3CCC4C(C)(C)C(=O)C(=O)C4(C)C3CCC21C
198,COC(=O)C(C)C1CCC2(C)C3=C(C)C(=O)CC1C3(C)CCC1C(C)(C)C(=O)C(=O)C12C
199,COC(=O)C1(C)C2CCC3C(=C(C)CC2C2(C)CCC(C)(C)C21C)CC(=O)C(=O)C3(C)C
200,COC(=O)C(=O)C1=C(C)C2(C)CCC3C(C(=O)CC4CC(=O)C(C)(C)C43C)C2(C)CC1
201,COC(=O)C1CC(=O)C(C)(C(=O)OC)C2CC(C)=C3C2(C)CCC2C3(C)C(=O)C(=O)C12C
202,COC(=O)C(=O)C1C(=O)C2=C(C)CC3(C)CCC4(C)C(CCC14C)C3(C)C(=O)C2=O
203,COC(=O)C1=CC2(C)C(CCC3C2(C)CCC2C(C)(C)C(=O)C(=O)C(C)(C)C23C)C(C)(C)C1
204,COC(=O)C1(C)C2CCC3CC3(C)C2=C(C)C(=O)C12CCC1(C)C(C2)C(C)(C)C(=O)CC1(C)C
205,COC(=O)C1=C(C)C(=O)C(=O)C2(C)CCC3C(CCC4(CC(C)(C)CC4=O)C3(C)C)C12C
206,COC(=O)C1C(=O)C(C)=C2C1(C)CCC1C2(C)CCC2C(C)(C)C(=O)C(=O)CC21C
207,COC(=O)C1C(=O)C2(C)CCC3CC(C(=O)OC)C4(C)CCC(C)(C2=C1C)C34C
208,COC(=O)C1=C(C)C2(C)CCC3C4(C)CC(C(=O)OC)C(=O)C(C)(C)C4CCC3(C)C2(C)C1=O
209,COC(=O)C1(C)C(=O)CCC2(C)CCC3(C)C4=C(C)CC(C21)C3(C)C(C)(C)C(=O)C4=O
210,CC1=C2C(CCC3(C)C2(C)CCC2C(C)(C)C(=O)CCC23C)C(C)(C)C(=O)C1=O
211,COC(=O)C1=C(C)C2CC3(C)C4CCC(C)(C(=O)OC)C(=O)C4=C(C)C(=O)C3(C)C2(C)CC1
212,COC(=O)C1(C)CC2(C)C(=C(C)C1=O)CCC1(C)C2CCC2C(C)(C)C(=O)CCC21C
213,COC(=O)C1(C)CC2=C(C)CC3C(CCC4(C)C(=O)C(C)(C)CCC34C)C2(C)C(=O)C1=O
