,smiles,logp,tpsa,sub_similarity,qed,hba,hbd,molwt,gasa_score
84,COC(=O)C1=C(C)C2C(=O)C(C)(C1=O)C1(C)CC(C)(C3(C)CC1(C)CCC3=O)C2(C)C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.062156871
85,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(=O)C(C)(C)C1C2CCC2(C)CCCC12C,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.143808767
86,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)C(C4(C)CCCC3(C)C4=O)C2(C)C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.036334734
87,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3(C)C(C)CCC3(C)C1(C)C2=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.257699668
88,COC(=O)C1=C(C)C2(C)CCC3(C)C(C)C(C)(C)CC3C(C)(CC=O)C(C)(C1=O)C2=O,4.7179,77.51,0.961389961,0.280217605,5,0,430.2719243,0.042002931
89,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC(=O)CC2C2CCCC3(C)C(C)(C)C23C)C1=O,4.4719,77.51,0.961389961,0.368317426,5,0,428.2562743,0.107647039
90,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC23C(C)C2(C)C3CCCC(=O)C2(C)C)C1=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.026638458
91,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)C4C(CCC23C)C(=O)C(C)C4(C)C)C1=O,4.3278,77.51,0.314671815,0.352925302,5,0,428.2562743,0.227890626
92,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3(C)C2CCC2CC(=O)C3(C)C2(C)C)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.203649685
93,COC(=O)C1=C(C)C2(C)CC3(C)CCCC4C(=O)C(C)C4(C)C(C)(C3)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.040146556
94,COC(=O)C1=C(C)C2(C)CCC3(C)C(=O)C(C)(C(C)(C1=O)C2=O)C1(C)CCC(C)(C)C31,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.278250128
95,COC(=O)C1=C(C)C2CC3(C)C4CCCC3(C1=O)C(=O)C4(C)CC(C)(C)C(C)(C)C2=O,4.4719,77.51,0.544401544,0.349746014,5,0,428.2562743,0.002244662
96,COC(=O)C1=C(C)C2(C)C(=O)C(CCC3(C)CC2(C)CC2C(=O)C(C)(C)C2(C)C3)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.013585281
97,COC(=O)C1=C(C)C2(C)CCCCC3C4=C(C)C(=O)CC4C3(C)C(C)(C)C(C1=O)C2=O,4.392,77.51,0.299227799,0.352963818,5,0,426.2406242,0.008205342
98,COC(=O)C1=C(C)C2(C)CCC3C4(C)CC3(C)C(CCC4=O)C(C)(C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.07422144
99,COC(=O)C1=C(C)C2(C)CCC3C4CC(C)(CC(C)(C1=O)C2=O)C4CCC(=O)C3(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.073198482
100,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3(C)CCC(C)(C2=O)C2(C)C(C)C32C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.098666288
101,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)CCC(C)(C)C2C2(C)CC2(C)C3=O)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.02462038
102,COC(=O)C1=C(C)C2(C)CC(C)(C)C(CCCC(F)F)C(C)(C(=O)CCC2=O)C1=O,4.4711,77.51,0.816602317,0.368208254,5,0,426.2217806,0.1385625
103,COC(=O)C1=C(C)C2(C)CC3(C)CC(=O)C4CCC4(C)C3(C)C(C)(C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.3324579
104,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCCC3CCC3(C)C(C)C2(C)C1=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.18040584
105,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC(C)C1(C)C1(C)CCC2(C)C1=O,4.4719,77.51,0.299227799,0.266450821,5,0,428.2562743,0.199618042
106,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1C3(C)CC(C)(CCC(C)(C)CC12C)C3=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.113900952
107,COC(=O)C1=C2C(=O)C2C2(C)CCC3(C)C(C)(C)C(C)(CCC(=O)C(C)(C)C23C)C1=O,4.4719,77.51,0.652509653,0.454761323,5,0,428.2562743,0.01864492
108,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CCC(=O)C4(C)CC(C)(C)C3(C)C(C1=O)C2=O,4.4719,77.51,0.314671815,0.349746014,5,0,428.2562743,0.013797135
109,COC(=O)C1=C(C)C2(C)CC3(C)CCC(C)(CC4(C)C(=O)C4(C)CC3)C(C)(C1=O)C2=O,4.616,77.51,0.961389961,0.346040807,5,0,428.2562743,0.05671021
110,COC(=O)C1=C(C)C2(C)CC3C4CC(C)(CCC3(C)CC(=O)C4(C)C)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.176001474
111,COC(=O)C1=CC2(C)C(=O)C(C)(C1=O)C1(C)CCC2(C)C2(C)CCCC2(C)C1(C)C,5.2929,60.44,0.961389961,0.332099866,4,0,414.2770097,0.506908298
112,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C3(C)CCC(C)C2(C)C(=O)C1(C)CC3,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.27788952
113,COC(=O)C1=C(C)C2(C)CC3C(=O)C(CCC(C)(C1=O)C2=O)C1(C)C(C)CCCCC31,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.046331022
114,COC(=O)C1=CC2(C)C(=O)C3(C)CC4(C)C(C)(C)CCCC4(C)CC3C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.014177071
115,COC(=O)C1=C(C)C2(C)CC3(C)C(=O)CC4(C)C(C)CCC4(C)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.117593117
116,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3(C)C(C)(C)CCC3(C)C3(C)C(=O)C23)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.04542169
117,COC(=O)C1=C(C)C2(C)CC3(C)CC(CC(C)(C1=O)C2=O)C1(C)CC1(C)C(C)(C)C3=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.034955785
118,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3C4(C)C(=O)CC(C)(C)C4CCC32C)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.371617883
119,CCC1(C)C2(C)C(=O)C(C(=O)OC)=C(C)C(C)(C2=O)C2(C)C3(C)C(=O)CCC3(C)C12C,4.4719,77.51,1,0.368317426,5,0,428.2562743,0.202149123
120,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C(C)(C)C1(C)CC3(C)CCCC3(C)C(=O)C21,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.045846019
121,COC(=O)C1=C(C)C2(C)CCC3CCC4(C)C(CCC3C(C)(C1=O)C2=O)C(=O)C4(C)C,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.248440906
122,COC(=O)C1=C(C)C2(C)CC3CCC4C(C)(CCC(C)(C(C)(C1=O)C2=O)C4(C)C)C3=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.0237124
123,COC(=O)C1=C(C)C2(C)CC3CCC4C(C)CCCC4(C)C(=O)C3(C)C(C)(C1=O)C2=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.070133068
124,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3(C)C2C2(C)C(=O)CCC(C)(C)C32C)C1=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.048182651
125,COC(=O)C1=C(C)C2(C)CC(=O)C3C4(C)C(C)C4C(C)(C)C3(C)CCC(C)(C1=O)C2=O,4.3278,77.51,0.961389961,0.352925302,5,0,428.2562743,0.051934961
126,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CCC3CCC(=O)C(C)(C)C2(C)C31C,4.4719,77.51,0.314671815,0.349746014,5,0,428.2562743,0.433773726
127,COC(=O)C1=C(C)C2(C)CC3(C)C4(C)CCC(=O)CCC4C3(C)C(C)C(C)(C1=O)C2=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.100833736
128,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CCC3CC4C(=O)CCC4(C)C3(C)C2(C)C)C1=O,4.4719,77.51,0.299227799,0.349746014,5,0,428.2562743,0.437899828
129,COC(=O)C1=C(C)C2(C)CCC3CC4(C)C(CCC(=O)C4(C)C3(C)C)C(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.09397205
130,COC(=O)C1=C(C)C2(C)CC3C(=O)C(C)CCC4(C)CCC3C4(C)CC(C)(C1=O)C2=O,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.025101816
131,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)C2C2CCCC(C)(CC1(C)C)C(=O)C2,4.4719,77.51,0.961389961,0.349746014,5,0,428.2562743,0.053407174
132,COC(=O)C1=C(C)C2(C)C(=O)C(C)(CC3(C)C(=O)CCC4(C)C(CC32)CC4(C)C)C1=O,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.012879227
133,COC(=O)C1=C(C)C2(C)C(=O)C(C)(C1=O)C1(C)CC2(C)C(=O)C2(C)C(C)CCCC21C,4.4719,77.51,1,0.349746014,5,0,428.2562743,0.036865771
134,COC(=O)C1=C(C)C2(C)CCC3CC(=O)C4(C)CCC4C(C)(CCC(C)(C1=O)C2=O)C3,4.616,77.51,0.299227799,0.346040807,5,0,428.2562743,0.082476266
